probability_of_a_match,number_of_rounds,probability_of_win
0.84,24,0.999999972013354
0.84,25,0.9999999852433225
0.84,26,0.9999999922135053
0.84,27,0.9999999958886142
0.84,28,0.9999999978277653
0.84,29,0.9999999988516369
0.84,30,0.9999999993925806
0.84,31,0.9999999996785445
0.84,32,0.9999999998297987
0.84,33,0.9999999999098432
0.84,34,0.999999999952223
0.84,35,0.9999999999746709
0.84,36,0.9999999999865666
0.84,37,0.9999999999928734
0.84,38,0.999999999996218
0.84,39,0.9999999999979919
0.84,40,0.9999999999989339
0.84,41,0.9999999999994339
0.84,42,0.9999999999996991
0.84,43,0.99999999999984
0.84,44,0.9999999999999153
0.84,45,0.9999999999999549
0.84,46,0.999999999999976
0.84,47,0.9999999999999876
0.84,48,0.9999999999999932
0.84,49,0.9999999999999963
0.84,50,0.9999999999999983
0.84,51,0.999999999999999
0.84,52,1.0
0.84,53,1.0
0.84,54,1.0000000000000004
0.84,55,0.9999999999999999
0.84,56,1.0000000000000004
0.84,57,0.9999999999999994
0.84,58,1.0000000000000004
0.84,59,1.0
0.84,60,0.9999999999999998
0.84,61,1.0000000000000002
0.84,62,1.0
0.84,63,1.0000000000000002
0.84,64,0.9999999999999996
0.84,65,1.0000000000000007
0.84,66,0.9999999999999999
0.84,67,0.9999999999999997
0.84,68,0.9999999999999994
0.84,69,0.9999999999999999
0.84,70,0.9999999999999999
0.84,71,0.9999999999999997
0.84,72,0.9999999999999997
0.84,73,0.9999999999999999
0.84,74,1.0000000000000004
0.84,75,1.0000000000000002
0.84,76,1.0000000000000002
0.84,77,1.0000000000000002
0.84,78,0.9999999999999996
0.84,79,0.9999999999999998
0.84,80,0.9999999999999996
0.84,81,0.9999999999999999
0.84,82,0.9999999999999997
0.84,83,0.9999999999999998
0.84,84,0.999999999999999
0.84,85,1.0000000000000002
0.84,86,0.9999999999999996
0.84,87,0.9999999999999998
0.84,88,0.9999999999999993
0.84,89,0.9999999999999999
0.84,90,1.0000000000000002
0.84,91,1.0
0.84,92,0.9999999999999999
0.84,93,0.9999999999999998
0.84,94,0.9999999999999999
0.84,95,0.9999999999999998
0.84,96,0.9999999999999998
0.84,97,0.9999999999999997
0.84,98,0.9999999999999996
0.84,99,0.9999999999999997
0.84,100,1.0
0.85,1,0.85
0.85,2,0.9392499999999999
0.85,3,0.9733881249999999
0.85,4,0.9878968281249999
0.85,5,0.9943713368945312
0.85,6,0.9973431364197461
0.85,7,0.998732452697784
0.85,8,0.9993903931923122
0.85,9,0.9997049709912582
0.85,10,0.9998564926310838
0.85,11,0.9999299048655795
0.85,12,0.9999656432760996
0.85,13,0.9999831104242418
0.85,14,0.999991676044965
0.85,15,0.999995888494871
0.85,16,0.9999979652326743
0.85,17,0.9999989912709454
0.85,18,0.9999994991598897
0.85,19,0.9999997509881577
0.85,20,0.9999998760407741
0.85,21,0.9999999382231874
0.85,22,0.9999999691811463
0.85,23,0.9999999846108745
0.85,24,0.9999999923089666
0.85,25,0.9999999961532017
0.85,26,0.9999999980745503
0.85,27,0.9999999990355943
0.85,28,0.9999999995166502
0.85,29,0.9999999997576071
0.85,30,0.9999999998783773
0.85,31,0.9999999999389428
0.85,32,0.9999999999693334
0.85,33,0.9999999999845907
0.85,34,0.9999999999922538
0.85,35,0.9999999999961041
0.85,36,0.9999999999980403
0.85,37,0.9999999999990135
0.85,38,0.9999999999995035
0.85,39,0.9999999999997499
0.85,40,0.9999999999998747
0.85,41,0.9999999999999364
0.85,42,0.9999999999999682
0.85,43,0.9999999999999843
0.85,44,0.9999999999999919
0.85,45,0.9999999999999959
0.85,46,0.9999999999999974
0.85,47,0.9999999999999983
0.85,48,0.9999999999999994
0.85,49,0.9999999999999997
0.85,50,0.9999999999999999
0.85,51,1.0000000000000002
0.85,52,0.9999999999999992
0.85,53,1.0000000000000004
0.85,54,0.9999999999999999
0.85,55,0.9999999999999996
0.85,56,0.9999999999999999
0.85,57,1.0000000000000007
0.85,58,1.0
0.85,59,0.9999999999999999
0.85,60,0.9999999999999999
0.85,61,0.9999999999999997
0.85,62,0.9999999999999999
0.85,63,1.0
0.85,64,0.9999999999999999
0.85,65,0.9999999999999997
0.85,66,0.9999999999999998
0.85,67,0.9999999999999999
0.85,68,1.0
0.85,69,0.9999999999999994
0.85,70,1.0
0.85,71,1.0000000000000004
0.85,72,1.0
0.85,73,1.0000000000000004
0.85,74,1.0000000000000002
0.85,75,1.0000000000000002
0.85,76,1.0000000000000002
0.85,77,0.9999999999999991
0.85,78,1.0000000000000004
0.85,79,1.0000000000000002
0.85,80,0.9999999999999999
0.85,81,1.0
0.85,82,1.0000000000000002
0.85,83,1.0
0.85,84,1.0000000000000002
0.85,85,1.0000000000000002
0.85,86,0.9999999999999998
0.85,87,0.9999999999999998
0.85,88,1.0000000000000002
0.85,89,1.0000000000000004
0.85,90,1.0000000000000002
0.85,91,1.0
0.85,92,0.9999999999999997
0.85,93,0.9999999999999999
0.85,94,0.9999999999999993
0.85,95,0.9999999999999993
0.85,96,1.0
0.85,97,0.9999999999999994
0.85,98,0.9999999999999998
0.85,99,0.9999999999999998
0.85,100,1.0000000000000002
0.86,1,0.86
0.86,2,0.946688
0.86,3,0.9779997055999998
0.86,4,0.9905661367808
0.86,5,0.9958616308803891
0.86,6,0.9981569098429149
0.86,7,0.9991701989955712
0.86,8,0.9996233419046394
0.86,9,0.9998279359280836
0.86,10,0.9999209943830139
0.86,11,0.9999635704873133
0.86,12,0.9999831431095152
0.86,13,0.9999921765270822
0.86,14,0.9999963596942942
0.86,15,0.9999983023571476
0.86,16,0.999999206757363
0.86,17,0.9999996287052837
0.86,18,0.9999998259386341
0.86,19,0.9999999182876714
0.86,20,0.9999999615925657
0.86,21,0.9999999819268115
0.86,22,0.9999999914866188
0.86,23,0.9999999959859852
0.86,24,0.9999999981057734
0.86,25,0.9999999991053954
0.86,26,0.9999999995771844
0.86,27,0.999999999800029
0.86,28,0.9999999999053631
0.86,29,0.9999999999551866
0.86,30,0.9999999999787673
0.86,31,0.9999999999899349
0.86,32,0.9999999999952266
0.86,33,0.999999999997735
0.86,34,0.9999999999989249
0.86,35,0.9999999999994894
0.86,36,0.9999999999997575
0.86,37,0.9999999999998852
0.86,38,0.9999999999999455
0.86,39,0.9999999999999738
0.86,40,0.9999999999999875
0.86,41,0.9999999999999941
0.86,42,0.9999999999999967
0.86,43,0.9999999999999986
0.86,44,0.9999999999999996
0.86,45,0.9999999999999993
0.86,46,0.9999999999999999
0.86,47,0.9999999999999999
0.86,48,1.0000000000000002
0.86,49,0.9999999999999998
0.86,50,1.0
0.86,51,1.0000000000000007
0.86,52,0.9999999999999997
0.86,53,1.0000000000000007
0.86,54,0.9999999999999996
0.86,55,0.9999999999999998
0.86,56,1.0000000000000002
0.86,57,1.0000000000000004
0.86,58,1.0
0.86,59,1.0000000000000002
0.86,60,0.9999999999999999
0.86,61,0.9999999999999998
0.86,62,1.0
0.86,63,1.0000000000000004
0.86,64,0.9999999999999996
0.86,65,0.9999999999999998
0.86,66,1.0000000000000007
0.86,67,1.0
0.86,68,1.0000000000000004
0.86,69,0.9999999999999998
0.86,70,0.9999999999999999
0.86,71,1.0000000000000007
0.86,72,1.0
0.86,73,0.9999999999999998
0.86,74,1.0
0.86,75,0.9999999999999998
0.86,76,1.0
0.86,77,0.9999999999999998
0.86,78,0.9999999999999999
0.86,79,0.9999999999999998
0.86,80,0.9999999999999997
0.86,81,0.9999999999999997
0.86,82,1.0
0.86,83,1.0000000000000002
0.86,84,1.0000000000000002
0.86,85,0.9999999999999997
0.86,86,0.9999999999999999
0.86,87,1.0000000000000004
0.86,88,0.9999999999999996
0.86,89,0.9999999999999997
0.86,90,1.0000000000000004
0.86,91,0.9999999999999999
0.86,92,0.9999999999999991
0.86,93,1.0
0.86,94,1.0
0.86,95,0.9999999999999999
0.86,96,1.0000000000000007
0.86,97,1.0000000000000004
0.86,98,0.9999999999999999
0.86,99,0.9999999999999997
0.86,100,0.9999999999999997
0.87,1,0.87
0.87,2,0.953694
0.87,3,0.9820913741999999
0.87,4,0.9927971842734
0.87,5,0.9970350791909555
0.87,6,0.9987605804855871
0.87,7,0.9994761458724711
0.87,8,0.9997767446691385
0.87,9,0.9999042361337748
0.87,10,0.9999587089868984
0.87,11,0.9999821203297141
0.87,12,0.9999922301988633
0.87,13,0.9999966133326328
0.87,14,0.9999985199958227
0.87,15,0.9999993517640201
0.87,16,0.999999715512889
0.87,17,0.9999998749303766
0.87,18,0.9999999449296582
0.87,19,0.9999999757176754
0.87,20,0.999999989279635
0.87,21,0.9999999952616797
0.87,22,0.9999999979035217
0.87,23,0.9999999990715276
0.87,24,0.999999999588447
0.87,25,0.9999999998174289
0.87,26,0.9999999999189492
0.87,27,0.9999999999639931
0.87,28,0.9999999999839938
0.87,29,0.9999999999928803
0.87,30,0.9999999999968313
0.87,31,0.9999999999985888
0.87,32,0.9999999999993711
0.87,33,0.99999999999972
0.87,34,0.999999999999875
0.87,35,0.9999999999999442
0.87,36,0.9999999999999754
0.87,37,0.9999999999999885
0.87,38,0.9999999999999949
0.87,39,0.999999999999998
0.87,40,0.9999999999999986
0.87,41,0.9999999999999993
0.87,42,0.9999999999999999
0.87,43,1.0
0.87,44,1.0
0.87,45,0.9999999999999999
0.87,46,1.0000000000000002
0.87,47,0.9999999999999996
0.87,48,0.9999999999999996
0.87,49,1.0000000000000002
0.87,50,0.9999999999999997
0.87,51,1.0000000000000002
0.87,52,1.0000000000000002
0.87,53,0.9999999999999996
0.87,54,1.0
0.87,55,0.9999999999999996
0.87,56,0.9999999999999998
0.87,57,0.9999999999999999
0.87,58,0.9999999999999999
0.87,59,0.9999999999999999
0.87,60,1.0000000000000004
0.87,61,0.9999999999999993
0.87,62,1.0000000000000004
0.87,63,0.9999999999999996
0.87,64,1.0000000000000002
0.87,65,1.0000000000000002
0.87,66,0.9999999999999994
0.87,67,0.9999999999999997
0.87,68,1.0000000000000002
0.87,69,0.9999999999999999
0.87,70,0.9999999999999998
0.87,71,0.9999999999999996
0.87,72,0.9999999999999994
0.87,73,1.0000000000000002
0.87,74,1.0
0.87,75,0.9999999999999994
0.87,76,0.9999999999999998
0.87,77,0.9999999999999994
0.87,78,0.9999999999999998
0.87,79,0.9999999999999999
0.87,80,1.0000000000000004
0.87,81,1.0000000000000004
0.87,82,1.0
0.87,83,1.0
0.87,84,1.0000000000000004
0.87,85,0.9999999999999998
0.87,86,1.0
0.87,87,0.9999999999999999
0.87,88,0.9999999999999999
0.87,89,1.0000000000000002
0.87,90,0.9999999999999993
0.87,91,1.0000000000000007
0.87,92,0.9999999999999994
0.87,93,1.0000000000000002
0.87,94,1.0
0.87,95,1.0000000000000009
0.87,96,0.9999999999999999
0.87,97,0.9999999999999999
0.87,98,1.0000000000000002
0.87,99,0.9999999999999999
0.87,100,0.9999999999999994
0.88,1,0.88
0.88,2,0.960256
0.88,3,0.9856811007999999
0.88,4,0.9946307362815999
0.88,5,0.9979385215555994
0.88,6,0.999196009205363
0.88,7,0.9996829084233512
0.88,8,0.9998738842080526
0.88,9,0.9999495106187946
0.88,10,0.9999796805149198
0.88,11,0.9999917870908367
0.88,12,0.9999966684622469
0.88,13,0.9999986444413931
0.88,14,0.9999994469929235
0.88,15,0.999999773883627
0.88,16,0.9999999073596388
0.88,17,0.9999999619780229
0.88,18,0.9999999843702758
0.88,19,0.9999999935660271
0.88,20,0.9999999973480945
0.88,21,0.9999999989057015
0.88,22,0.9999999995479693
0.88,23,0.9999999998130977
0.88,24,0.9999999999226531
0.88,25,0.999999999967965
0.88,26,0.9999999999867223
0.88,27,0.9999999999944927
0.88,28,0.9999999999977147
0.88,29,0.999999999999051
0.88,30,0.9999999999996055
0.88,31,0.9999999999998361
0.88,32,0.9999999999999316
0.88,33,0.9999999999999716
0.88,34,0.9999999999999885
0.88,35,0.999999999999995
0.88,36,0.999999999999998
0.88,37,0.9999999999999991
0.88,38,0.9999999999999993
0.88,39,0.9999999999999997
0.88,40,0.9999999999999999
0.88,41,1.0000000000000002
0.88,42,0.9999999999999998
0.88,43,1.0
0.88,44,1.0
0.88,45,0.9999999999999999
0.88,46,0.9999999999999997
0.88,47,1.0000000000000002
0.88,48,0.9999999999999999
0.88,49,0.9999999999999999
0.88,50,1.0
0.88,51,0.9999999999999996
0.88,52,1.0000000000000002
0.88,53,0.9999999999999999
0.88,54,0.9999999999999999
0.88,55,1.0000000000000004
0.88,56,1.0000000000000002
0.88,57,0.9999999999999998
0.88,58,1.0000000000000002
0.88,59,1.0000000000000004
0.88,60,1.0000000000000002
0.88,61,0.9999999999999997
0.88,62,1.0
0.88,63,0.9999999999999999
0.88,64,1.0
0.88,65,1.0000000000000002
0.88,66,0.9999999999999993
0.88,67,0.9999999999999997
0.88,68,0.9999999999999999
0.88,69,1.0
0.88,70,0.9999999999999999
0.88,71,0.9999999999999997
0.88,72,1.0
0.88,73,0.9999999999999998
0.88,74,0.9999999999999999
0.88,75,1.0
0.88,76,1.0000000000000002
0.88,77,0.9999999999999998
0.88,78,0.9999999999999999
0.88,79,1.0000000000000002
0.88,80,1.0
0.88,81,1.0
0.88,82,1.0000000000000004
0.88,83,0.9999999999999999
0.88,84,0.9999999999999999
0.88,85,1.0000000000000004
0.88,86,1.0
0.88,87,0.9999999999999996
0.88,88,0.9999999999999993
0.88,89,1.0
0.88,90,1.0
0.88,91,1.0
0.88,92,1.0
0.88,93,1.0000000000000007
0.88,94,0.9999999999999996
0.88,95,1.0000000000000002
0.88,96,1.0000000000000007
0.88,97,1.0000000000000007
0.88,98,0.9999999999999994
0.88,99,0.9999999999999994
0.88,100,1.0000000000000002
0.89,1,0.89
0.89,2,0.966362
0.89,3,0.9887895194000001
0.89,4,0.9961083665642
0.89,5,0.9986161695450131
0.89,6,0.9995000196275707
0.89,7,0.9998172923455397
0.89,8,0.999932661770728
0.89,9,0.9999750167709502
0.89,10,0.9999906815324767
0.89,11,0.9999965091370602
0.89,12,0.9999986874956532
0.89,13,0.9999995049973271
0.89,14,0.9999998128181501
0.89,15,0.9999999290556897
0.89,16,0.9999999730570233
0.89,17,0.9999999897494792
0.89,18,0.9999999960939867
0.89,19,0.999999998509482
0.89,20,0.9999999994304979
0.89,21,0.9999999997821508
0.89,22,0.9999999999165787
0.89,23,0.9999999999680252
0.89,24,0.9999999999877335
0.89,25,0.9999999999952901
0.89,26,0.9999999999981906
0.89,27,0.9999999999993039
0.89,28,0.9999999999997322
0.89,29,0.999999999999897
0.89,30,0.9999999999999598
0.89,31,0.9999999999999848
0.89,32,0.9999999999999941
0.89,33,0.9999999999999979
0.89,34,0.9999999999999992
0.89,35,0.9999999999999997
0.89,36,0.9999999999999991
0.89,37,0.9999999999999997
0.89,38,1.0000000000000002
0.89,39,0.9999999999999998
0.89,40,0.9999999999999998
0.89,41,0.9999999999999999
0.89,42,1.0000000000000007
0.89,43,1.0000000000000004
0.89,44,0.9999999999999997
0.89,45,0.9999999999999996
0.89,46,1.0000000000000002
0.89,47,0.9999999999999997
0.89,48,1.0
0.89,49,0.9999999999999999
0.89,50,1.0000000000000002
0.89,51,1.0000000000000002
0.89,52,0.9999999999999999
0.89,53,1.0
0.89,54,1.0000000000000002
0.89,55,0.9999999999999999
0.89,56,1.0
0.89,57,1.0000000000000007
0.89,58,0.9999999999999998
0.89,59,0.9999999999999999
0.89,60,1.0000000000000002
0.89,61,0.9999999999999999
0.89,62,1.0000000000000002
0.89,63,0.9999999999999999
0.89,64,1.0
0.89,65,0.9999999999999997
0.89,66,1.0000000000000002
0.89,67,1.0000000000000002
0.89,68,0.9999999999999997
0.89,69,0.9999999999999997
0.89,70,0.9999999999999994
0.89,71,0.9999999999999998
0.89,72,0.9999999999999996
0.89,73,0.9999999999999994
0.89,74,1.0000000000000004
0.89,75,0.9999999999999999
0.89,76,1.0
0.89,77,1.0000000000000002
0.89,78,1.0000000000000004
0.89,79,1.0000000000000007
0.89,80,0.9999999999999993
0.89,81,1.0000000000000004
0.89,82,1.0000000000000002
0.89,83,0.9999999999999998
0.89,84,0.9999999999999999
0.89,85,1.0000000000000009
0.89,86,0.9999999999999994
0.89,87,1.0000000000000002
0.89,88,1.0000000000000002
0.89,89,0.9999999999999999
0.89,90,0.9999999999999999
0.89,91,0.9999999999999993
0.89,92,0.9999999999999998
0.89,93,0.9999999999999997
0.89,94,1.0000000000000002
0.89,95,1.0
0.89,96,1.0000000000000004
0.89,97,1.0000000000000002
0.89,98,0.9999999999999997
0.89,99,0.9999999999999997
0.89,100,1.0
0.9,1,0.9
0.9,2,0.972
0.9,3,0.99144
0.9,4,0.9972719999999999
0.9,5,0.99910908
0.9,6,0.99970429392
0.9,7,0.9999007145136
0.9,8,0.9999663751120321
0.9,9,0.9999885355640028
0.9,10,0.9999960701176729
0.9,11,0.9999986469350279
0.9,12,0.9999995324231741
0.9,13,0.9999998379165841
0.9,14,0.9999999436643029
0.9,15,0.9999999803738681
0.9,16,0.9999999931487971
0.9,17,0.9999999976040534
0.9,18,0.9999999991607723
0.9,19,0.9999999997056244
0.9,20,0.9999999998966087
0.9,21,0.9999999999636445
0.9,22,0.9999999999872028
0.9,23,0.9999999999954908
0.9,24,0.9999999999984098
0.9,25,0.9999999999994387
0.9,26,0.9999999999998016
0.9,27,0.9999999999999297
0.9,28,0.9999999999999751
0.9,29,0.9999999999999912
0.9,30,0.9999999999999973
0.9,31,0.9999999999999991
0.9,32,0.9999999999999997
0.9,33,1.0
0.9,34,0.9999999999999997
0.9,35,0.9999999999999999
0.9,36,1.0
0.9,37,0.9999999999999999
0.9,38,0.9999999999999998
0.9,39,0.9999999999999998
0.9,40,1.0
0.9,41,0.9999999999999997
0.9,42,1.0000000000000002
0.9,43,1.0000000000000002
0.9,44,0.9999999999999999
0.9,45,1.0000000000000002
0.9,46,0.9999999999999999
0.9,47,1.0000000000000002
0.9,48,1.0000000000000002
0.9,49,0.9999999999999994
0.9,50,0.9999999999999998
0.9,51,0.9999999999999998
0.9,52,1.0000000000000002
0.9,53,0.9999999999999998
0.9,54,0.9999999999999998
0.9,55,0.9999999999999999
0.9,56,1.0
0.9,57,1.0000000000000002
0.9,58,0.9999999999999999
0.9,59,1.0
0.9,60,0.9999999999999999
0.9,61,1.0
0.9,62,0.9999999999999994
0.9,63,0.9999999999999996
0.9,64,0.9999999999999997
0.9,65,0.9999999999999998
0.9,66,0.9999999999999999
0.9,67,1.0000000000000004
0.9,68,0.9999999999999992
0.9,69,1.0
0.9,70,1.0000000000000002
0.9,71,1.0000000000000002
0.9,72,1.0000000000000004
0.9,73,0.9999999999999993
0.9,74,0.9999999999999997
0.9,75,1.0000000000000004
0.9,76,1.0000000000000002
0.9,77,1.0000000000000004
0.9,78,1.0000000000000004
0.9,79,1.0000000000000004
0.9,80,0.9999999999999996
0.9,81,1.0000000000000002
0.9,82,0.9999999999999999
0.9,83,0.9999999999999996
0.9,84,0.9999999999999999
0.9,85,1.0
0.9,86,1.0000000000000004
0.9,87,1.0
0.9,88,1.0
0.9,89,1.0000000000000002
0.9,90,0.9999999999999998
0.9,91,0.9999999999999999
0.9,92,0.9999999999999998
0.9,93,1.0000000000000004
0.9,94,1.0
0.9,95,0.9999999999999998
0.9,96,0.9999999999999994
0.9,97,0.9999999999999996
0.9,98,0.9999999999999997
0.9,99,1.0000000000000002
0.9,100,1.0
0.91,1,0.91
0.91,2,0.977158
0.91,3,0.9936587206000002
0.91,4,0.9981634173238001
0.91,5,0.9994546886396772
0.91,6,0.9998354070744505
0.91,7,0.9999497368204129
0.91,8,0.9999845159291346
0.91,9,0.9999951974629008
0.91,10,0.9999985023294482
0.91,11,0.9999995308700153
0.91,12,0.9999998525040006
0.91,13,0.9999999534809902
0.91,14,0.9999999852887421
0.91,15,0.999999995336811
0.91,16,0.9999999985188334
0.91,17,0.9999999995286877
0.91,18,0.9999999998497863
0.91,19,0.9999999999520562
0.91,20,0.9999999999846777
0.91,21,0.9999999999950976
0.91,22,0.9999999999984299
0.91,23,0.9999999999994963
0.91,24,0.9999999999998386
0.91,25,0.9999999999999482
0.91,26,0.9999999999999832
0.91,27,0.9999999999999948
0.91,28,0.9999999999999982
0.91,29,0.9999999999999993
0.91,30,0.9999999999999999
0.91,31,1.0000000000000004
0.91,32,1.0
0.91,33,0.9999999999999998
0.91,34,0.9999999999999999
0.91,35,1.0
0.91,36,0.9999999999999997
0.91,37,0.9999999999999994
0.91,38,1.0000000000000004
0.91,39,1.0000000000000004
0.91,40,1.0000000000000002
0.91,41,0.9999999999999999
0.91,42,1.0000000000000002
0.91,43,1.0
0.91,44,0.9999999999999999
0.91,45,1.0000000000000002
0.91,46,0.9999999999999998
0.91,47,1.0
0.91,48,1.0000000000000002
0.91,49,0.9999999999999999
0.91,50,0.9999999999999998
0.91,51,1.0
0.91,52,1.0
0.91,53,1.0000000000000007
0.91,54,0.9999999999999997
0.91,55,0.9999999999999996
0.91,56,0.9999999999999998
0.91,57,0.9999999999999999
0.91,58,1.0000000000000002
0.91,59,1.0000000000000007
0.91,60,1.0
0.91,61,1.0000000000000004
0.91,62,1.0000000000000004
0.91,63,1.0000000000000002
0.91,64,1.0000000000000002
0.91,65,1.0
0.91,66,0.9999999999999998
0.91,67,1.0
0.91,68,0.9999999999999994
0.91,69,0.9999999999999999
0.91,70,0.9999999999999998
0.91,71,0.9999999999999996
0.91,72,0.9999999999999999
0.91,73,1.0
0.91,74,1.0
0.91,75,1.0000000000000004
0.91,76,0.9999999999999999
0.91,77,0.9999999999999998
0.91,78,0.9999999999999998
0.91,79,0.9999999999999997
0.91,80,1.0000000000000007
0.91,81,0.9999999999999994
0.91,82,0.9999999999999999
0.91,83,0.9999999999999997
0.91,84,0.9999999999999999
0.91,85,0.9999999999999996
0.91,86,1.0000000000000002
0.91,87,1.0000000000000002
0.91,88,0.9999999999999999
0.91,89,1.0
0.91,90,1.0000000000000004
0.91,91,1.0000000000000002
0.91,92,1.0000000000000004
0.91,93,0.9999999999999999
0.91,94,0.9999999999999998
0.91,95,0.9999999999999999
0.91,96,1.0
0.91,97,0.9999999999999997
0.91,98,0.9999999999999996
0.91,99,1.0
0.91,100,0.9999999999999997
0.92,1,0.92
0.92,2,0.981824
0.92,3,0.9954747391999998
0.92,4,0.9988237205503999
0.92,5,0.9996864181462631
0.92,6,0.9999149985012629
0.92,7,0.9999766847197322
0.92,8,0.9999935479693982
0.92,9,0.9999982022263063
0.92,10,0.9999994963165824
0.92,11,0.9999998582477511
0.92,12,0.9999999599569898
0.92,13,0.9999999886525567
0.92,14,0.9999999967756089
0.92,15,0.9999999990816278
0.92,16,0.9999999997378898
0.92,17,0.9999999999250558
0.92,18,0.999999999978537
0.92,19,0.9999999999938443
0.92,20,0.9999999999982319
0.92,21,0.9999999999994915
0.92,22,0.9999999999998537
0.92,23,0.9999999999999578
0.92,24,0.9999999999999879
0.92,25,0.9999999999999964
0.92,26,0.9999999999999989
0.92,27,1.0
0.92,28,1.0
0.92,29,1.0000000000000002
0.92,30,0.9999999999999998
0.92,31,1.0
0.92,32,1.0
0.92,33,1.0000000000000002
0.92,34,1.0000000000000002
0.92,35,1.0
