Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,066052,1955,06,129.8,Y
IDCJAC0001,066052,1955,07,69.1,Y
IDCJAC0001,066052,1955,08,8.7,Y
IDCJAC0001,066052,1955,09,24.0,Y
IDCJAC0001,066052,1955,10,38.2,Y
IDCJAC0001,066052,1955,11,189.7,Y
IDCJAC0001,066052,1955,12,216.5,Y
IDCJAC0001,066052,1956,01,81.0,Y
IDCJAC0001,066052,1956,02,549.9,Y
IDCJAC0001,066052,1956,03,250.8,Y
IDCJAC0001,066052,1956,04,66.3,Y
IDCJAC0001,066052,1956,05,142.2,Y
IDCJAC0001,066052,1956,06,205.7,Y
IDCJAC0001,066052,1956,07,47.6,Y
IDCJAC0001,066052,1956,08,70.1,Y
IDCJAC0001,066052,1956,09,33.1,Y
IDCJAC0001,066052,1956,10,58.2,Y
IDCJAC0001,066052,1956,11,5.7,Y
IDCJAC0001,066052,1956,12,22.7,Y
IDCJAC0001,066052,1957,01,57.1,Y
IDCJAC0001,066052,1957,02,76.7,Y
IDCJAC0001,066052,1957,03,125.4,Y
IDCJAC0001,066052,1957,04,26.7,Y
IDCJAC0001,066052,1957,05,4.6,Y
IDCJAC0001,066052,1957,06,25.2,Y
IDCJAC0001,066052,1957,07,161.0,Y
IDCJAC0001,066052,1957,08,163.9,Y
IDCJAC0001,066052,1957,09,20.3,Y
IDCJAC0001,066052,1957,10,10.2,Y
IDCJAC0001,066052,1957,11,33.0,Y
IDCJAC0001,066052,1957,12,40.4,Y
IDCJAC0001,066052,1958,01,97.9,Y
IDCJAC0001,066052,1958,02,318.9,Y
IDCJAC0001,066052,1958,03,228.2,Y
IDCJAC0001,066052,1958,04,65.3,Y
IDCJAC0001,066052,1958,05,10.1,Y
IDCJAC0001,066052,1958,06,199.3,Y
IDCJAC0001,066052,1958,07,25.0,Y
IDCJAC0001,066052,1958,08,76.2,Y
IDCJAC0001,066052,1958,09,44.1,Y
IDCJAC0001,066052,1958,10,43.1,Y
IDCJAC0001,066052,1958,11,3.5,Y
IDCJAC0001,066052,1958,12,144.7,Y
IDCJAC0001,066052,1959,01,150.3,Y
IDCJAC0001,066052,1959,02,166.5,Y
IDCJAC0001,066052,1959,03,139.6,Y
IDCJAC0001,066052,1959,04,75.0,Y
IDCJAC0001,066052,1959,05,75.7,Y
IDCJAC0001,066052,1959,06,117.0,Y
IDCJAC0001,066052,1959,07,191.9,Y
IDCJAC0001,066052,1959,08,102.7,Y
IDCJAC0001,066052,1959,09,52.1,Y
IDCJAC0001,066052,1959,10,456.3,Y
IDCJAC0001,066052,1959,11,69.5,Y
IDCJAC0001,066052,1959,12,37.6,Y
IDCJAC0001,066052,1960,01,55.3,Y
IDCJAC0001,066052,1960,02,82.2,Y
IDCJAC0001,066052,1960,03,50.5,Y
IDCJAC0001,066052,1960,04,25.4,Y
IDCJAC0001,066052,1960,05,108.3,Y
IDCJAC0001,066052,1960,06,90.4,Y
IDCJAC0001,066052,1960,07,95.6,Y
IDCJAC0001,066052,1960,08,61.3,Y
IDCJAC0001,066052,1960,09,52.8,Y
IDCJAC0001,066052,1960,10,268.9,Y
IDCJAC0001,066052,1960,11,78.5,Y
IDCJAC0001,066052,1960,12,242.0,Y
IDCJAC0001,066052,1961,01,55.6,Y
IDCJAC0001,066052,1961,02,107.0,Y
IDCJAC0001,066052,1961,03,45.5,Y
IDCJAC0001,066052,1961,04,105.7,Y
IDCJAC0001,066052,1961,05,32.8,Y
IDCJAC0001,066052,1961,06,37.1,Y
IDCJAC0001,066052,1961,07,60.4,Y
IDCJAC0001,066052,1961,08,188.1,Y
IDCJAC0001,066052,1961,09,55.2,Y
IDCJAC0001,066052,1961,10,55.1,Y
IDCJAC0001,066052,1961,11,500.6,Y
IDCJAC0001,066052,1961,12,123.1,Y
IDCJAC0001,066052,1962,01,114.7,Y
IDCJAC0001,066052,1962,02,125.2,Y
IDCJAC0001,066052,1962,03,47.3,Y
IDCJAC0001,066052,1962,04,79.2,Y
IDCJAC0001,066052,1962,05,263.0,Y
IDCJAC0001,066052,1962,06,2.8,Y
IDCJAC0001,066052,1962,07,62.2,Y
IDCJAC0001,066052,1962,08,122.7,Y
IDCJAC0001,066052,1962,09,79.2,Y
IDCJAC0001,066052,1962,10,28.9,Y
IDCJAC0001,066052,1962,11,18.0,Y
IDCJAC0001,066052,1962,12,173.6,Y
IDCJAC0001,066052,1963,01,136.1,Y
IDCJAC0001,066052,1963,02,60.8,Y
IDCJAC0001,066052,1963,03,363.8,Y
IDCJAC0001,066052,1963,04,289.8,Y
IDCJAC0001,066052,1963,05,241.7,Y
IDCJAC0001,066052,1963,06,297.8,Y
IDCJAC0001,066052,1963,07,78.0,Y
IDCJAC0001,066052,1963,08,305.2,Y
IDCJAC0001,066052,1963,09,20.5,Y
IDCJAC0001,066052,1963,10,68.6,Y
IDCJAC0001,066052,1963,11,36.4,Y
IDCJAC0001,066052,1963,12,224.7,Y
IDCJAC0001,066052,1964,01,12.5,Y
IDCJAC0001,066052,1964,02,24.6,Y
IDCJAC0001,066052,1964,03,133.3,Y
IDCJAC0001,066052,1964,04,164.7,Y
IDCJAC0001,066052,1964,05,56.9,Y
IDCJAC0001,066052,1964,06,348.5,Y
IDCJAC0001,066052,1964,07,10.9,Y
IDCJAC0001,066052,1964,08,29.4,Y
IDCJAC0001,066052,1964,09,19.1,Y
IDCJAC0001,066052,1964,10,85.6,Y
IDCJAC0001,066052,1964,11,73.7,Y
IDCJAC0001,066052,1964,12,32.8,Y
IDCJAC0001,066052,1965,01,18.4,Y
IDCJAC0001,066052,1965,02,23.7,Y
IDCJAC0001,066052,1965,03,7.6,Y
IDCJAC0001,066052,1965,04,107.8,Y
IDCJAC0001,066052,1965,05,76.0,Y
IDCJAC0001,066052,1965,06,233.5,Y
IDCJAC0001,066052,1965,07,82.2,Y
IDCJAC0001,066052,1965,08,19.2,Y
IDCJAC0001,066052,1965,09,120.1,Y
IDCJAC0001,066052,1965,10,173.9,Y
IDCJAC0001,066052,1965,11,43.0,Y
IDCJAC0001,066052,1965,12,61.7,Y
IDCJAC0001,066052,1966,01,21.3,Y
IDCJAC0001,066052,1966,02,161.3,Y
IDCJAC0001,066052,1966,03,156.0,Y
IDCJAC0001,066052,1966,04,275.5,Y
IDCJAC0001,066052,1966,05,80.0,Y
IDCJAC0001,066052,1966,06,135.8,Y
IDCJAC0001,066052,1966,07,16.6,Y
IDCJAC0001,066052,1966,08,106.9,Y
IDCJAC0001,066052,1966,09,65.1,Y
IDCJAC0001,066052,1966,10,52.6,Y
IDCJAC0001,066052,1966,11,165.6,Y
IDCJAC0001,066052,1966,12,86.0,Y
IDCJAC0001,066052,1967,01,163.7,Y
IDCJAC0001,066052,1967,02,161.9,Y
IDCJAC0001,066052,1967,03,107.3,Y
IDCJAC0001,066052,1967,04,32.5,Y
IDCJAC0001,066052,1967,05,53.1,Y
IDCJAC0001,066052,1967,06,262.1,Y
IDCJAC0001,066052,1967,07,26.4,Y
IDCJAC0001,066052,1967,08,213.2,Y
IDCJAC0001,066052,1967,09,93.2,Y
IDCJAC0001,066052,1967,10,67.6,Y
IDCJAC0001,066052,1967,11,88.1,Y
IDCJAC0001,066052,1967,12,44.3,Y
IDCJAC0001,066052,1968,01,125.0,Y
IDCJAC0001,066052,1968,02,8.6,Y
IDCJAC0001,066052,1968,03,105.8,Y
IDCJAC0001,066052,1968,04,14.0,Y
IDCJAC0001,066052,1968,05,104.3,Y
IDCJAC0001,066052,1968,06,31.0,Y
IDCJAC0001,066052,1968,07,71.6,Y
IDCJAC0001,066052,1968,08,21.2,Y
IDCJAC0001,066052,1968,09,4.6,Y
IDCJAC0001,066052,1968,10,10.7,Y
IDCJAC0001,066052,1968,11,20.4,Y
IDCJAC0001,066052,1968,12,78.1,Y
IDCJAC0001,066052,1969,01,37.8,Y
IDCJAC0001,066052,1969,02,235.3,Y
IDCJAC0001,066052,1969,03,96.8,Y
IDCJAC0001,066052,1969,04,146.8,Y
IDCJAC0001,066052,1969,05,44.4,Y
IDCJAC0001,066052,1969,06,244.1,Y
IDCJAC0001,066052,1969,07,46.6,Y
IDCJAC0001,066052,1969,08,165.9,Y
IDCJAC0001,066052,1969,09,75.3,Y
IDCJAC0001,066052,1969,10,55.9,Y
IDCJAC0001,066052,1969,11,273.9,Y
IDCJAC0001,066052,1969,12,47.6,Y
IDCJAC0001,066052,1970,01,174.6,Y
IDCJAC0001,066052,1970,02,73.4,Y
IDCJAC0001,066052,1970,03,137.8,Y
IDCJAC0001,066052,1970,04,54.3,Y
IDCJAC0001,066052,1970,05,11.4,Y
IDCJAC0001,066052,1970,06,38.7,Y
IDCJAC0001,066052,1970,07,1.3,Y
IDCJAC0001,066052,1970,08,41.9,Y
IDCJAC0001,066052,1970,09,135.8,Y
IDCJAC0001,066052,1970,10,26.7,Y
IDCJAC0001,066052,1970,11,120.5,Y
IDCJAC0001,066052,1970,12,259.3,Y
IDCJAC0001,066052,1971,01,157.4,Y
IDCJAC0001,066052,1971,02,160.9,Y
IDCJAC0001,066052,1971,03,57.5,Y
IDCJAC0001,066052,1971,04,68.8,Y
IDCJAC0001,066052,1971,05,108.4,Y
IDCJAC0001,066052,1971,06,62.0,Y
IDCJAC0001,066052,1971,07,23.0,Y
IDCJAC0001,066052,1971,08,90.3,Y
IDCJAC0001,066052,1971,09,69.8,Y
IDCJAC0001,066052,1971,10,6.7,Y
IDCJAC0001,066052,1971,11,77.0,Y
IDCJAC0001,066052,1971,12,144.4,Y
IDCJAC0001,066052,1972,01,389.0,Y
IDCJAC0001,066052,1972,02,74.6,Y
IDCJAC0001,066052,1972,03,169.5,Y
IDCJAC0001,066052,1972,04,82.3,Y
IDCJAC0001,066052,1972,05,97.0,Y
IDCJAC0001,066052,1972,06,116.8,Y
IDCJAC0001,066052,1972,07,7.1,Y
IDCJAC0001,066052,1972,08,37.9,Y
IDCJAC0001,066052,1972,09,12.2,Y
IDCJAC0001,066052,1972,10,137.6,Y
IDCJAC0001,066052,1972,11,77.9,Y
IDCJAC0001,066052,1972,12,30.0,Y
IDCJAC0001,066052,1973,01,256.3,Y
IDCJAC0001,066052,1973,02,297.7,Y
IDCJAC0001,066052,1973,03,129.9,Y
IDCJAC0001,066052,1973,04,76.6,Y
IDCJAC0001,066052,1973,05,33.6,Y
IDCJAC0001,066052,1973,06,84.1,Y
IDCJAC0001,066052,1973,07,124.8,Y
IDCJAC0001,066052,1973,08,99.1,Y
IDCJAC0001,066052,1973,09,94.2,Y
IDCJAC0001,066052,1973,10,167.9,Y
IDCJAC0001,066052,1973,11,124.2,Y
IDCJAC0001,066052,1973,12,37.0,Y
IDCJAC0001,066052,1974,01,243.8,Y
IDCJAC0001,066052,1974,02,97.6,Y
IDCJAC0001,066052,1974,03,316.8,Y
IDCJAC0001,066052,1974,04,223.0,Y
IDCJAC0001,066052,1974,05,240.8,Y
IDCJAC0001,066052,1974,06,262.7,Y
IDCJAC0001,066052,1974,07,20.6,Y
IDCJAC0001,066052,1974,08,248.0,Y
IDCJAC0001,066052,1974,09,59.8,Y
IDCJAC0001,066052,1974,10,62.0,Y
IDCJAC0001,066052,1974,11,91.8,Y
IDCJAC0001,066052,1974,12,52.8,Y
IDCJAC0001,066052,1975,01,29.2,Y
IDCJAC0001,066052,1975,02,121.3,Y
IDCJAC0001,066052,1975,03,442.9,Y
IDCJAC0001,066052,1975,04,71.4,Y
IDCJAC0001,066052,1975,05,50.8,Y
IDCJAC0001,066052,1975,06,350.7,Y
IDCJAC0001,066052,1975,07,43.2,Y
IDCJAC0001,066052,1975,08,24.2,Y
IDCJAC0001,066052,1975,09,46.8,Y
IDCJAC0001,066052,1975,10,120.3,Y
IDCJAC0001,066052,1975,11,37.2,Y
IDCJAC0001,066052,1975,12,10.6,Y
IDCJAC0001,066052,1976,01,275.6,Y
IDCJAC0001,066052,1976,02,322.0,Y
IDCJAC0001,066052,1976,03,268.4,Y
IDCJAC0001,066052,1976,04,29.6,Y
IDCJAC0001,066052,1976,05,26.6,Y
IDCJAC0001,066052,1976,06,118.6,Y
IDCJAC0001,066052,1976,07,157.5,Y
IDCJAC0001,066052,1976,08,42.6,Y
IDCJAC0001,066052,1976,09,179.0,Y
IDCJAC0001,066052,1976,10,259.2,Y
IDCJAC0001,066052,1976,11,92.6,Y
IDCJAC0001,066052,1976,12,8.8,Y
IDCJAC0001,066052,1977,01,126.0,Y
IDCJAC0001,066052,1977,02,172.0,Y
IDCJAC0001,066052,1977,03,223.8,Y
IDCJAC0001,066052,1977,04,30.0,Y
IDCJAC0001,066052,1977,05,118.2,Y
IDCJAC0001,066052,1977,06,106.8,Y
IDCJAC0001,066052,1977,07,16.0,Y
IDCJAC0001,066052,1977,08,13.2,Y
IDCJAC0001,066052,1977,09,71.4,Y
IDCJAC0001,066052,1977,10,12.6,Y
IDCJAC0001,066052,1977,11,26.6,Y
IDCJAC0001,066052,1977,12,35.0,Y
IDCJAC0001,066052,1978,01,239.6,Y
IDCJAC0001,066052,1978,02,4.3,Y
IDCJAC0001,066052,1978,03,289.2,Y
IDCJAC0001,066052,1978,04,120.2,Y
IDCJAC0001,066052,1978,05,129.0,Y
IDCJAC0001,066052,1978,06,278.8,Y
IDCJAC0001,066052,1978,07,25.6,Y
IDCJAC0001,066052,1978,08,40.4,Y
IDCJAC0001,066052,1978,09,113.2,Y
IDCJAC0001,066052,1978,10,97.8,Y
IDCJAC0001,066052,1978,11,89.0,Y
IDCJAC0001,066052,1978,12,92.2,Y
IDCJAC0001,066052,1979,01,125.6,Y
IDCJAC0001,066052,1979,02,27.6,Y
IDCJAC0001,066052,1979,03,209.4,Y
IDCJAC0001,066052,1979,04,22.0,Y
IDCJAC0001,066052,1979,05,79.9,Y
IDCJAC0001,066052,1979,06,147.6,Y
IDCJAC0001,066052,1979,07,31.4,Y
IDCJAC0001,066052,1979,08,8.8,Y
IDCJAC0001,066052,1979,09,23.4,Y
IDCJAC0001,066052,1979,10,44.1,Y
IDCJAC0001,066052,1979,11,74.0,Y
IDCJAC0001,066052,1979,12,3.2,Y
IDCJAC0001,066052,1980,01,102.0,Y
IDCJAC0001,066052,1980,02,98.2,Y
IDCJAC0001,066052,1980,03,65.0,Y
IDCJAC0001,066052,1980,04,31.7,Y
IDCJAC0001,066052,1980,05,153.9,Y
IDCJAC0001,066052,1980,06,80.1,Y
IDCJAC0001,066052,1980,07,46.0,Y
IDCJAC0001,066052,1980,08,16.2,Y
IDCJAC0001,066052,1980,09,2.2,Y
IDCJAC0001,066052,1980,10,40.0,Y
IDCJAC0001,066052,1980,11,39.8,Y
IDCJAC0001,066052,1980,12,31.8,Y
IDCJAC0001,066052,1981,01,73.6,Y
IDCJAC0001,066052,1981,02,182.2,Y
IDCJAC0001,066052,1981,03,66.5,Y
IDCJAC0001,066052,1981,04,126.7,Y
IDCJAC0001,066052,1981,05,127.2,Y
IDCJAC0001,066052,1981,06,59.6,Y
IDCJAC0001,066052,1981,07,49.7,Y
IDCJAC0001,066052,1981,08,6.1,Y
IDCJAC0001,066052,1981,09,4.8,Y
IDCJAC0001,066052,1981,10,182.0,Y
IDCJAC0001,066052,1981,11,159.2,Y
IDCJAC0001,066052,1981,12,79.5,Y
IDCJAC0001,066052,1982,01,34.6,Y
IDCJAC0001,066052,1982,02,19.0,Y
IDCJAC0001,066052,1982,03,160.7,Y
IDCJAC0001,066052,1982,04,20.9,Y
IDCJAC0001,066052,1982,05,65.0,Y
IDCJAC0001,066052,1982,06,147.1,Y
IDCJAC0001,066052,1982,07,166.5,Y
IDCJAC0001,066052,1982,08,25.8,Y
IDCJAC0001,066052,1982,09,171.3,Y
IDCJAC0001,066052,1982,10,42.0,Y
IDCJAC0001,066052,1982,11,13.0,Y
IDCJAC0001,066052,1982,12,20.4,Y
IDCJAC0001,066052,1983,01,38.0,Y
IDCJAC0001,066052,1983,02,39.8,Y
IDCJAC0001,066052,1983,03,310.3,Y
IDCJAC0001,066052,1983,04,187.8,Y
IDCJAC0001,066052,1983,05,199.2,Y
IDCJAC0001,066052,1983,06,83.7,Y
IDCJAC0001,066052,1983,07,40.2,Y
IDCJAC0001,066052,1983,08,95.8,Y
IDCJAC0001,066052,1983,09,38.5,Y
IDCJAC0001,066052,1983,10,128.6,Y
IDCJAC0001,066052,1983,11,32.0,Y
IDCJAC0001,066052,1983,12,106.3,Y
IDCJAC0001,066052,1984,01,197.0,Y
IDCJAC0001,066052,1984,02,82.8,Y
IDCJAC0001,066052,1984,03,190.9,Y
IDCJAC0001,066052,1984,04,79.4,Y
IDCJAC0001,066052,1984,05,160.2,Y
IDCJAC0001,066052,1984,06,24.7,Y
IDCJAC0001,066052,1984,07,150.4,Y
IDCJAC0001,066052,1984,08,8.6,Y
IDCJAC0001,066052,1984,09,47.0,Y
IDCJAC0001,066052,1984,10,53.8,Y
IDCJAC0001,066052,1984,11,349.0,Y
IDCJAC0001,066052,1984,12,96.7,Y
IDCJAC0001,066052,1985,01,4.4,Y
IDCJAC0001,066052,1985,02,62.0,Y
IDCJAC0001,066052,1985,03,73.6,Y
IDCJAC0001,066052,1985,04,332.4,Y
IDCJAC0001,066052,1985,05,144.9,Y
IDCJAC0001,066052,1985,06,134.2,Y
IDCJAC0001,066052,1985,07,103.8,Y
IDCJAC0001,066052,1985,08,32.8,Y
IDCJAC0001,066052,1985,09,109.4,Y
IDCJAC0001,066052,1985,10,134.2,Y
IDCJAC0001,066052,1985,11,89.2,Y
IDCJAC0001,066052,1985,12,106.8,Y
IDCJAC0001,066052,1986,01,223.3,Y
IDCJAC0001,066052,1986,02,77.4,Y
IDCJAC0001,066052,1986,03,20.0,Y
IDCJAC0001,066052,1986,04,142.6,Y
IDCJAC0001,066052,1986,05,84.6,Y
IDCJAC0001,066052,1986,06,8.6,Y
IDCJAC0001,066052,1986,07,24.6,Y
IDCJAC0001,066052,1986,08,434.7,Y
IDCJAC0001,066052,1986,09,24.8,Y
IDCJAC0001,066052,1986,10,68.2,Y
IDCJAC0001,066052,1986,11,128.6,Y
IDCJAC0001,066052,1986,12,14.0,Y
IDCJAC0001,066052,1987,01,102.7,Y
IDCJAC0001,066052,1987,02,44.6,Y
IDCJAC0001,066052,1987,03,123.3,Y
IDCJAC0001,066052,1987,04,58.6,Y
IDCJAC0001,066052,1987,05,58.6,Y
IDCJAC0001,066052,1987,06,93.0,Y
IDCJAC0001,066052,1987,07,164.8,Y
IDCJAC0001,066052,1987,08,185.0,Y
IDCJAC0001,066052,1987,09,10.4,Y
IDCJAC0001,066052,1987,10,240.0,Y
IDCJAC0001,066052,1987,11,170.6,Y
IDCJAC0001,066052,1987,12,67.0,Y
IDCJAC0001,066052,1988,01,236.8,Y
IDCJAC0001,066052,1988,02,102.7,Y
IDCJAC0001,066052,1988,03,84.8,Y
IDCJAC0001,066052,1988,04,487.4,Y
IDCJAC0001,066052,1988,05,89.0,Y
IDCJAC0001,066052,1988,06,112.0,Y
IDCJAC0001,066052,1988,07,92.8,Y
IDCJAC0001,066052,1988,08,73.2,Y
IDCJAC0001,066052,1988,09,116.5,Y
IDCJAC0001,066052,1988,10,4.8,Y
IDCJAC0001,066052,1988,11,143.0,Y
IDCJAC0001,066052,1988,12,138.0,Y
IDCJAC0001,066052,1989,01,172.8,Y
IDCJAC0001,066052,1989,02,86.0,Y
IDCJAC0001,066052,1989,03,147.6,Y
IDCJAC0001,066052,1989,04,347.9,Y
IDCJAC0001,066052,1989,05,164.0,Y
IDCJAC0001,066052,1989,06,266.6,Y
IDCJAC0001,066052,1989,07,6.0,Y
IDCJAC0001,066052,1989,08,44.0,Y
IDCJAC0001,066052,1989,09,0.6,Y
IDCJAC0001,066052,1989,10,23.8,Y
IDCJAC0001,066052,1989,11,62.6,Y
IDCJAC0001,066052,1989,12,121.6,Y
IDCJAC0001,066052,1990,01,68.8,Y
IDCJAC0001,066052,1990,02,643.5,Y
IDCJAC0001,066052,1990,03,154.9,Y
IDCJAC0001,066052,1990,04,364.6,Y
IDCJAC0001,066052,1990,05,193.4,Y
IDCJAC0001,066052,1990,06,38.0,Y
IDCJAC0001,066052,1990,07,79.6,Y
IDCJAC0001,066052,1990,08,182.3,Y
IDCJAC0001,066052,1990,09,202.8,Y
IDCJAC0001,066052,1990,10,29.8,Y
IDCJAC0001,066052,1990,11,24.4,Y
IDCJAC0001,066052,1990,12,86.6,Y
IDCJAC0001,066052,1991,01,96.4,Y
IDCJAC0001,066052,1991,02,66.2,Y
IDCJAC0001,066052,1991,03,15.5,Y
IDCJAC0001,066052,1991,04,33.8,Y
IDCJAC0001,066052,1991,05,207.6,Y
IDCJAC0001,066052,1991,06,318.0,Y
IDCJAC0001,066052,1991,07,151.8,Y
IDCJAC0001,066052,1991,08,5.4,Y
IDCJAC0001,066052,1991,09,23.7,Y
IDCJAC0001,066052,1991,10,12.8,Y
IDCJAC0001,066052,1991,11,32.4,Y
IDCJAC0001,066052,1991,12,193.3,Y
IDCJAC0001,066052,1992,01,92.8,Y
IDCJAC0001,066052,1992,02,372.0,Y
IDCJAC0001,066052,1992,03,68.0,Y
IDCJAC0001,066052,1992,04,93.6,Y
IDCJAC0001,066052,1992,05,71.8,Y
IDCJAC0001,066052,1992,06,112.4,Y
IDCJAC0001,066052,1992,07,21.8,Y
IDCJAC0001,066052,1992,08,63.4,Y
IDCJAC0001,066052,1992,09,20.8,Y
IDCJAC0001,066052,1992,10,128.6,Y
IDCJAC0001,066052,1992,11,137.2,Y
IDCJAC0001,066052,1992,12,180.4,Y
IDCJAC0001,066052,1993,01,67.6,Y
IDCJAC0001,066052,1993,02,68.8,Y
IDCJAC0001,066052,1993,03,101.9,Y
IDCJAC0001,066052,1993,04,85.2,Y
IDCJAC0001,066052,1993,05,25.8,Y
IDCJAC0001,066052,1993,06,79.0,Y
IDCJAC0001,066052,1993,07,117.2,Y
IDCJAC0001,066052,1993,08,56.4,Y
IDCJAC0001,066052,1993,09,121.6,Y
IDCJAC0001,066052,1993,10,64.0,Y
IDCJAC0001,066052,1993,11,81.2,Y
IDCJAC0001,066052,1993,12,40.8,Y
IDCJAC0001,066052,1994,01,37.0,Y
IDCJAC0001,066052,1994,02,102.8,Y
IDCJAC0001,066052,1994,03,123.0,Y
IDCJAC0001,066052,1994,04,92.6,Y
IDCJAC0001,066052,1994,05,37.2,Y
IDCJAC0001,066052,1994,06,78.6,Y
IDCJAC0001,066052,1994,07,100.4,Y
IDCJAC0001,066052,1994,08,37.8,Y
IDCJAC0001,066052,1994,09,17.0,Y
IDCJAC0001,066052,1994,10,51.2,Y
IDCJAC0001,066052,1994,11,57.1,Y
IDCJAC0001,066052,1994,12,70.4,Y
IDCJAC0001,066052,1995,01,93.0,Y
IDCJAC0001,066052,1995,02,69.8,Y
IDCJAC0001,066052,1995,03,202.8,Y
IDCJAC0001,066052,1995,04,39.6,Y
IDCJAC0001,066052,1995,05,210.2,Y
IDCJAC0001,066052,1995,06,151.4,Y
IDCJAC0001,066052,1995,07,13.2,Y
IDCJAC0001,066052,1995,08,0.0,Y
IDCJAC0001,066052,1995,09,226.5,Y
IDCJAC0001,066052,1995,10,52.7,Y
IDCJAC0001,066052,1995,11,123.4,Y
IDCJAC0001,066052,1995,12,69.5,Y
IDCJAC0001,066052,1996,01,134.9,Y
IDCJAC0001,066052,1996,02,64.1,Y
IDCJAC0001,066052,1996,03,50.8,Y
IDCJAC0001,066052,1996,04,65.1,Y
IDCJAC0001,066052,1996,05,192.9,Y
IDCJAC0001,066052,1996,06,235.2,Y
IDCJAC0001,066052,1996,07,59.6,Y
IDCJAC0001,066052,1996,08,114.2,Y
IDCJAC0001,066052,1996,09,129.0,Y
IDCJAC0001,066052,1996,10,27.9,Y
IDCJAC0001,066052,1996,11,98.1,Y
IDCJAC0001,066052,1996,12,38.3,Y
IDCJAC0001,066052,1997,01,179.4,N
IDCJAC0001,066052,1997,02,121.9,Y
IDCJAC0001,066052,1997,03,39.6,Y
IDCJAC0001,066052,1997,04,14.9,Y
IDCJAC0001,066052,1997,05,259.4,Y
IDCJAC0001,066052,1997,06,106.5,Y
IDCJAC0001,066052,1997,07,243.3,Y
IDCJAC0001,066052,1997,08,29.8,Y
IDCJAC0001,066052,1997,09,138.4,Y
IDCJAC0001,066052,1997,10,47.2,Y
IDCJAC0001,066052,1997,11,37.7,Y
IDCJAC0001,066052,1997,12,28.6,Y
IDCJAC0001,066052,1998,01,97.2,N
IDCJAC0001,066052,1998,02,50.4,Y
IDCJAC0001,066052,1998,03,38.8,Y
IDCJAC0001,066052,1998,04,260.2,Y
IDCJAC0001,066052,1998,05,218.0,Y
IDCJAC0001,066052,1998,06,131.0,Y
IDCJAC0001,066052,1998,07,107.6,Y
IDCJAC0001,066052,1998,08,424.5,Y
IDCJAC0001,066052,1998,09,57.4,Y
IDCJAC0001,066052,1998,10,42.8,Y
IDCJAC0001,066052,1998,11,76.0,Y
IDCJAC0001,066052,1998,12,63.5,Y
IDCJAC0001,066052,1999,01,232.8,Y
IDCJAC0001,066052,1999,02,157.5,Y
IDCJAC0001,066052,1999,03,45.0,Y
IDCJAC0001,066052,1999,04,263.8,Y
IDCJAC0001,066052,1999,05,103.4,Y
IDCJAC0001,066052,1999,06,97.2,Y
IDCJAC0001,066052,1999,07,176.2,Y
IDCJAC0001,066052,1999,08,108.2,Y
IDCJAC0001,066052,1999,09,36.4,Y
IDCJAC0001,066052,1999,10,161.4,Y
IDCJAC0001,066052,1999,11,61.3,Y
IDCJAC0001,066052,1999,12,92.9,Y
IDCJAC0001,066052,2000,01,30.9,Y
IDCJAC0001,066052,2000,02,38.1,Y
IDCJAC0001,066052,2000,03,239.8,Y
IDCJAC0001,066052,2000,04,63.5,Y
IDCJAC0001,066052,2000,05,55.0,Y
IDCJAC0001,066052,2000,06,39.5,Y
IDCJAC0001,066052,2000,07,36.2,Y
IDCJAC0001,066052,2000,08,28.4,Y
IDCJAC0001,066052,2000,09,33.8,Y
IDCJAC0001,066052,2000,10,72.2,Y
IDCJAC0001,066052,2000,11,150.8,Y
IDCJAC0001,066052,2000,12,44.6,Y
IDCJAC0001,066052,2001,01,135.3,Y
IDCJAC0001,066052,2001,02,87.0,Y
IDCJAC0001,066052,2001,03,75.5,Y
IDCJAC0001,066052,2001,04,130.0,Y
IDCJAC0001,066052,2001,05,362.8,Y
IDCJAC0001,066052,2001,06,30.6,Y
IDCJAC0001,066052,2001,07,182.9,Y
IDCJAC0001,066052,2001,08,75.0,Y
IDCJAC0001,066052,2001,09,35.3,Y
IDCJAC0001,066052,2001,10,37.4,Y
IDCJAC0001,066052,2001,11,87.0,Y
IDCJAC0001,066052,2001,12,56.0,Y
IDCJAC0001,066052,2002,01,88.1,Y
IDCJAC0001,066052,2002,02,396.8,Y
IDCJAC0001,066052,2002,03,77.6,Y
IDCJAC0001,066052,2002,04,88.0,Y
IDCJAC0001,066052,2002,05,137.2,Y
IDCJAC0001,066052,2002,06,35.0,Y
IDCJAC0001,066052,2002,07,29.6,Y
IDCJAC0001,066052,2002,08,30.2,Y
IDCJAC0001,066052,2002,09,39.5,Y
IDCJAC0001,066052,2002,10,6.8,Y
IDCJAC0001,066052,2002,11,46.8,Y
IDCJAC0001,066052,2002,12,82.3,Y
IDCJAC0001,066052,2003,01,13.4,Y
IDCJAC0001,066052,2003,02,60.8,Y
IDCJAC0001,066052,2003,03,161.9,Y
IDCJAC0001,066052,2003,04,207.4,Y
IDCJAC0001,066052,2003,05,405.4,Y
IDCJAC0001,066052,2003,06,56.0,Y
IDCJAC0001,066052,2003,07,96.9,Y
IDCJAC0001,066052,2003,08,56.4,Y
IDCJAC0001,066052,2003,09,2.8,Y
IDCJAC0001,066052,2003,10,83.2,Y
