Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,066052,2003,11,104.5,Y
IDCJAC0001,066052,2003,12,53.5,Y
IDCJAC0001,066052,2004,01,63.0,Y
IDCJAC0001,066052,2004,02,137.0,Y
IDCJAC0001,066052,2004,03,109.9,Y
IDCJAC0001,066052,2004,04,21.8,Y
IDCJAC0001,066052,2004,05,14.3,Y
IDCJAC0001,066052,2004,06,55.0,Y
IDCJAC0001,066052,2004,07,60.3,Y
IDCJAC0001,066052,2004,08,141.5,Y
IDCJAC0001,066052,2004,09,81.4,Y
IDCJAC0001,066052,2004,10,226.8,Y
IDCJAC0001,066052,2004,11,82.9,Y
IDCJAC0001,066052,2004,12,77.1,Y
IDCJAC0001,066052,2005,01,64.5,Y
IDCJAC0001,066052,2005,02,134.8,Y
IDCJAC0001,066052,2005,03,109.5,Y
IDCJAC0001,066052,2005,04,31.3,Y
IDCJAC0001,066052,2005,05,73.6,Y
IDCJAC0001,066052,2005,06,61.4,Y
IDCJAC0001,066052,2005,07,86.2,Y
IDCJAC0001,066052,2005,08,1.6,Y
IDCJAC0001,066052,2005,09,51.9,Y
IDCJAC0001,066052,2005,10,54.4,Y
IDCJAC0001,066052,2005,11,116.1,Y
IDCJAC0001,066052,2005,12,32.6,Y
IDCJAC0001,066052,2006,01,136.6,Y
IDCJAC0001,066052,2006,02,32.8,Y
IDCJAC0001,066052,2006,03,54.0,Y
IDCJAC0001,066052,2006,04,15.0,Y
IDCJAC0001,066052,2006,05,46.2,Y
IDCJAC0001,066052,2006,06,251.9,Y
IDCJAC0001,066052,2006,07,178.4,Y
IDCJAC0001,066052,2006,08,72.8,Y
IDCJAC0001,066052,2006,09,144.7,Y
IDCJAC0001,066052,2006,10,17.2,Y
IDCJAC0001,066052,2006,11,49.3,Y
IDCJAC0001,066052,2006,12,94.9,Y
IDCJAC0001,066052,2007,01,70.8,Y
IDCJAC0001,066052,2007,02,115.3,Y
IDCJAC0001,066052,2007,03,65.8,Y
IDCJAC0001,066052,2007,04,311.3,Y
IDCJAC0001,066052,2007,05,8.2,Y
IDCJAC0001,066052,2007,06,394.5,Y
IDCJAC0001,066052,2007,07,55.0,Y
IDCJAC0001,066052,2007,08,94.6,Y
IDCJAC0001,066052,2007,09,49.5,Y
IDCJAC0001,066052,2007,10,21.7,Y
IDCJAC0001,066052,2007,11,140.0,Y
IDCJAC0001,066052,2007,12,91.4,Y
IDCJAC0001,066052,2008,01,53.8,Y
IDCJAC0001,066052,2008,02,262.6,Y
IDCJAC0001,066052,2008,03,63.6,Y
IDCJAC0001,066052,2008,04,134.6,Y
IDCJAC0001,066052,2008,05,10.0,Y
IDCJAC0001,066052,2008,06,132.8,Y
IDCJAC0001,066052,2008,07,145.2,Y
IDCJAC0001,066052,2008,08,80.0,Y
IDCJAC0001,066052,2008,09,86.0,Y
IDCJAC0001,066052,2008,10,71.2,Y
IDCJAC0001,066052,2008,11,66.8,Y
IDCJAC0001,066052,2008,12,91.4,Y
IDCJAC0001,066052,2009,01,36.6,Y
IDCJAC0001,066052,2009,02,136.6,Y
IDCJAC0001,066052,2009,03,69.6,Y
IDCJAC0001,066052,2009,04,196.2,Y
IDCJAC0001,066052,2009,05,232.1,Y
IDCJAC0001,066052,2009,06,131.8,Y
IDCJAC0001,066052,2009,07,76.8,Y
IDCJAC0001,066052,2009,08,6.2,Y
IDCJAC0001,066052,2009,09,15.8,Y
IDCJAC0001,066052,2009,10,147.8,Y
IDCJAC0001,066052,2009,11,18.0,Y
IDCJAC0001,066052,2009,12,76.4,Y
IDCJAC0001,066052,2010,01,36.0,Y
IDCJAC0001,066052,2010,02,255.8,Y
IDCJAC0001,066052,2010,03,46.6,Y
IDCJAC0001,066052,2010,04,34.2,Y
IDCJAC0001,066052,2010,05,273.2,Y
IDCJAC0001,066052,2010,06,158.6,Y
IDCJAC0001,066052,2010,07,129.0,Y
IDCJAC0001,066052,2010,08,31.0,Y
IDCJAC0001,066052,2010,09,46.2,Y
IDCJAC0001,066052,2010,10,104.4,Y
IDCJAC0001,066052,2010,11,127.2,Y
IDCJAC0001,066052,2010,12,109.8,Y
IDCJAC0001,066052,2011,01,76.6,Y
IDCJAC0001,066052,2011,02,17.2,Y
IDCJAC0001,066052,2011,03,236.6,Y
IDCJAC0001,066052,2011,04,201.6,Y
IDCJAC0001,066052,2011,05,144.6,Y
IDCJAC0001,066052,2011,06,87.4,Y
IDCJAC0001,066052,2011,07,293.4,Y
IDCJAC0001,066052,2011,08,46.6,Y
IDCJAC0001,066052,2011,09,73.2,Y
IDCJAC0001,066052,2011,10,40.6,Y
IDCJAC0001,066052,2011,11,172.2,Y
IDCJAC0001,066052,2011,12,90.0,Y
IDCJAC0001,066052,2012,01,134.6,Y
IDCJAC0001,066052,2012,02,174.6,Y
IDCJAC0001,066052,2012,03,243.0,Y
IDCJAC0001,066052,2012,04,173.8,Y
IDCJAC0001,066052,2012,05,41.2,Y
IDCJAC0001,066052,2012,06,274.4,Y
IDCJAC0001,066052,2012,07,86.8,Y
IDCJAC0001,066052,2012,08,20.6,Y
IDCJAC0001,066052,2012,09,26.4,Y
IDCJAC0001,066052,2012,10,34.0,Y
IDCJAC0001,066052,2012,11,50.1,Y
IDCJAC0001,066052,2012,12,45.2,Y
IDCJAC0001,066052,2013,01,174.8,Y
IDCJAC0001,066052,2013,02,177.6,Y
IDCJAC0001,066052,2013,03,67.0,Y
IDCJAC0001,066052,2013,04,183.7,Y
IDCJAC0001,066052,2013,05,81.9,Y
IDCJAC0001,066052,2013,06,349.8,Y
IDCJAC0001,066052,2013,07,59.5,Y
IDCJAC0001,066052,2013,08,17.8,Y
IDCJAC0001,066052,2013,09,98.4,Y
IDCJAC0001,066052,2013,10,45.6,Y
IDCJAC0001,066052,2013,11,209.2,Y
IDCJAC0001,066052,2013,12,77.4,Y
IDCJAC0001,066052,2014,01,28.1,Y
IDCJAC0001,066052,2014,02,67.0,Y
IDCJAC0001,066052,2014,03,147.6,Y
IDCJAC0001,066052,2014,04,130.1,Y
IDCJAC0001,066052,2014,05,40.8,Y
IDCJAC0001,066052,2014,06,102.2,Y
IDCJAC0001,066052,2014,07,14.4,Y
IDCJAC0001,066052,2014,08,240.6,Y
IDCJAC0001,066052,2014,09,78.2,Y
IDCJAC0001,066052,2014,10,96.2,Y
IDCJAC0001,066052,2014,11,29.4,Y
IDCJAC0001,066052,2014,12,111.7,Y
IDCJAC0001,066052,2015,01,191.8,Y
IDCJAC0001,066052,2015,02,62.4,Y
IDCJAC0001,066052,2015,03,66.7,Y
IDCJAC0001,066052,2015,04,400.6,Y
IDCJAC0001,066052,2015,05,118.9,Y
IDCJAC0001,066052,2015,06,134.6,Y
IDCJAC0001,066052,2015,07,67.1,Y
IDCJAC0001,066052,2015,08,77.9,Y
IDCJAC0001,066052,2015,09,122.6,Y
IDCJAC0001,066052,2015,10,34.8,Y
IDCJAC0001,066052,2015,11,126.2,Y
IDCJAC0001,066052,2015,12,136.0,Y
IDCJAC0001,066052,2016,01,277.9,Y
IDCJAC0001,066052,2016,02,78.4,Y
IDCJAC0001,066052,2016,03,228.3,Y
IDCJAC0001,066052,2016,04,69.0,Y
IDCJAC0001,066052,2016,05,11.8,Y
IDCJAC0001,066052,2016,06,301.6,Y
IDCJAC0001,066052,2016,07,105.7,Y
IDCJAC0001,066052,2016,08,148.2,Y
IDCJAC0001,066052,2016,09,86.8,Y
IDCJAC0001,066052,2016,10,41.4,Y
IDCJAC0001,066052,2016,11,28.8,Y
IDCJAC0001,066052,2016,12,61.4,Y
IDCJAC0001,066052,2017,01,63.2,Y
IDCJAC0001,066052,2017,02,185.0,Y
IDCJAC0001,066052,2017,03,245.7,Y
IDCJAC0001,066052,2017,04,95.4,Y
IDCJAC0001,066052,2017,05,56.5,Y
IDCJAC0001,066052,2017,06,176.0,Y
IDCJAC0001,066052,2017,07,23.0,Y
IDCJAC0001,066052,2017,08,32.6,Y
IDCJAC0001,066052,2017,09,2.0,Y
IDCJAC0001,066052,2017,10,64.2,Y
IDCJAC0001,066052,2017,11,89.5,Y
IDCJAC0001,066052,2017,12,55.0,Y
IDCJAC0001,066052,2018,01,49.9,Y
IDCJAC0001,066052,2018,02,92.2,Y
IDCJAC0001,066052,2018,03,117.4,Y
IDCJAC0001,066052,2018,04,54.7,Y
IDCJAC0001,066052,2018,05,34.5,Y
IDCJAC0001,066052,2018,06,276.4,Y
IDCJAC0001,066052,2018,07,8.6,Y
IDCJAC0001,066052,2018,08,9.8,Y
IDCJAC0001,066052,2018,09,76.0,Y
IDCJAC0001,066052,2018,10,156.6,Y
IDCJAC0001,066052,2018,11,115.3,Y
IDCJAC0001,066052,2018,12,93.3,Y
IDCJAC0001,066052,2019,01,45.3,Y
IDCJAC0001,066052,2019,02,92.0,Y
IDCJAC0001,066052,2019,03,265.1,N
IDCJAC0001,066052,2019,04,16.8,Y
IDCJAC0001,066052,2019,05,19.8,Y
IDCJAC0001,066052,2019,06,244.6,N
IDCJAC0001,066052,2019,07,67.0,Y
IDCJAC0001,066052,2019,08,70.0,N
IDCJAC0001,066052,2019,09,99.6,Y
IDCJAC0001,066052,2019,10,24.0,Y
IDCJAC0001,066052,2019,11,31.7,Y
IDCJAC0001,066052,2019,12,8.5,N
IDCJAC0001,066052,2020,01,59.8,Y
IDCJAC0001,066052,2020,02,389.5,Y
IDCJAC0001,066052,2020,03,170.3,N
IDCJAC0001,066052,2020,04,36.4,Y
IDCJAC0001,066052,2020,05,152.1,N
IDCJAC0001,066052,2020,06,116.8,N
IDCJAC0001,066052,2020,07,175.7,N
IDCJAC0001,066052,2020,08,87.2,N
IDCJAC0001,066052,2020,09,34.8,N
IDCJAC0001,066052,2020,10,89.1,N
IDCJAC0001,066052,2020,11,76.7,N
IDCJAC0001,066052,2020,12,121.6,N
