time,humidity,temperature
92679999, 75.10, 22.80
92700000, 75.40, 22.80
92739998, 75.80, 22.90
92779999, 75.50, 22.90
92819999, 75.60, 22.80
92839999, 75.40, 22.80
92879998, 74.90, 22.80
92919999, 75.00, 22.80
92939999, 75.20, 22.80
92960000, 75.60, 23.00
92979998, 73.70, 20.10
93019999, 75.00, 22.50
93039998, 75.20, 22.80
93059999, 74.60, 22.80
93079999, 74.80, 22.80
93099999, 74.90, 22.80
93119998, 74.90, 22.80
93140000, 75.20, 22.80
93160000, 75.20, 22.80
93199998, 75.20, 22.80
93239999, 75.10, 22.80
93259999, 75.20, 22.80
93279998, 74.90, 22.80
93299998, 74.90, 22.80
93339998, 72.70, 19.30
93379998, 74.70, 22.70
93419999, 74.20, 22.80
93440000, 74.30, 22.80
93459998, 74.90, 22.80
93480000, 74.70, 22.70
93519998, 74.80, 22.80
93539999, 74.80, 22.80
93559999, 74.70, 22.80
93579999, 74.90, 22.80
93600000, 74.90, 22.80
93639999, 74.90, 22.80
93680000, 74.70, 22.80
93699998, 74.70, 22.80
93719998, 74.80, 22.80
93739999, 74.90, 22.80
93759998, 74.90, 22.70
93779999, 74.90, 22.80
93799999, 74.80, 22.70
93819999, 74.90, 22.80
93840000, 74.80, 22.70
93859998, 75.20, 22.70
93879999, 75.30, 22.70
93899999, 75.20, 22.70
93919998, 74.90, 22.70
93939999, 75.00, 22.80
93959998, 74.70, 22.70
93999998, 74.70, 22.80
94019999, 75.40, 22.80
94039998, 75.20, 22.80
94059999, 75.00, 22.80
94080000, 74.80, 22.80
94099999, 74.90, 22.80
94119999, 75.30, 22.80
94139999, 75.60, 22.80
94179998, 75.40, 22.80
94199999, 75.10, 22.80
94220000, 74.60, 22.80
94259998, 74.70, 22.80
94299999, 74.50, 22.70
94320000, 75.00, 22.80
94339999, 74.70, 22.70
94359998, 74.60, 22.70
94379999, 74.60, 22.70
94400000, 74.60, 22.70
94419998, 74.70, 22.70
94439999, 74.90, 22.70
94459999, 74.90, 22.70
94499998, 75.00, 22.70
94519998, 75.00, 22.70
94540000, 75.00, 22.70
94579998, 75.10, 22.70
94599999, 74.90, 22.70
94619999, 74.90, 22.70
94639998, 74.90, 22.70
94679999, 74.90, 22.70
94719998, 75.00, 22.70
94739999, 74.90, 22.70
94759999, 74.70, 22.70
94779999, 74.60, 22.70
94800000, 74.60, 22.70
94819998, 74.90, 22.90
94839999, 75.00, 22.70
94860000, 75.00, 22.70
94899998, 75.00, 22.70
94939999, 74.80, 22.70
94959998, 74.70, 22.80
94999999, 74.60, 22.70
95039998, 74.70, 22.80
95059999, 74.30, 22.80
95079998, 74.20, 22.80
95119998, 74.40, 23.20
95139999, 74.30, 22.80
95159999, 74.30, 22.80
95179999, 74.60, 22.80
95219999, 74.50, 22.80
95239999, 74.50, 22.80
95279998, 73.80, 22.80
95319998, 73.70, 22.80
95339999, 74.00, 22.80
95359998, 73.90, 22.70
95379999, 71.70, 19.50
95399999, 73.80, 22.70
95420000, 73.80, 22.70
95459999, 73.70, 22.70
95479999, 73.70, 22.70
95519998, 73.50, 22.70
95539998, 73.40, 22.70
95559999, 73.50, 22.70
95579999, 73.50, 22.70
95599998, 72.00, 20.40
95640000, 73.50, 22.70
95660000, 73.50, 22.70
95699998, 73.40, 22.70
95719999, 73.50, 22.70
95739999, 73.70, 22.70
95760000, 73.70, 22.60
95779999, 74.00, 22.70
95799999, 74.00, 22.60
95819999, 74.10, 22.60
95840000, 74.20, 22.60
95859998, 74.20, 22.60
95879999, 74.20, 22.60
95899999, 74.60, 22.60
95919998, 74.80, 22.60
95959999, 74.50, 22.60
95979999, 74.40, 22.60
95999998, 74.80, 22.60
96019999, 74.70, 22.60
96039999, 74.90, 22.60
96059999, 74.80, 22.60
96080000, 74.70, 22.60
96099999, 75.60, 22.60
96139999, 74.70, 21.50
96159998, 75.30, 22.60
96179999, 75.30, 22.60
96199999, 75.50, 22.60
96219999, 75.70, 22.60
96239998, 74.50, 20.60
96259999, 76.00, 22.60
96279999, 75.70, 22.60
96299999, 75.60, 22.60
96339999, 75.40, 22.60
96359999, 75.50, 22.60
96379999, 75.50, 22.60
96400000, 75.90, 22.60
96439998, 76.10, 22.60
96479998, 76.10, 22.60
96499998, 76.30, 22.60
96519998, 76.30, 22.60
96539999, 76.80, 22.60
96559998, 76.90, 22.60
96579999, 77.30, 22.60
96599999, 77.50, 22.60
96639998, 77.50, 22.60
96659999, 77.60, 23.10
96679999, 77.50, 22.60
96699999, 77.50, 22.60
96739998, 77.50, 22.60
96759999, 77.40, 22.60
96780000, 77.50, 22.60
96799998, 77.50, 22.60
96819999, 77.50, 22.60
96839999, 77.40, 22.60
96860000, 77.10, 22.60
96880000, 77.10, 22.60
96899999, 76.70, 22.60
96919999, 76.50, 22.60
96939999, 76.50, 22.60
96959998, 76.50, 22.60
96979999, 77.00, 22.60
96999999, 76.90, 22.60
97019999, 76.80, 23.00
97040000, 76.70, 22.60
97059999, 77.00, 22.60
97079999, 77.20, 22.60
97100000, 77.20, 22.60
97139999, 76.90, 22.60
97159999, 76.90, 22.60
97179999, 77.80, 23.50
97199998, 77.30, 22.60
97219998, 77.40, 22.60
97259998, 77.60, 22.60
97280000, 77.50, 22.60
97319999, 77.90, 22.60
97340000, 77.90, 22.70
97379998, 78.00, 22.60
97399999, 78.00, 22.70
97420000, 77.90, 22.60
97439998, 77.80, 22.60
97459998, 77.90, 22.60
97479998, 77.80, 22.60
97520000, 77.70, 22.60
97559998, 77.60, 22.60
97579998, 77.90, 22.60
97600000, 77.70, 22.60
97639999, 77.60, 22.60
97660000, 78.00, 22.60
97679998, 78.00, 22.60
97699999, 78.00, 22.60
97739999, 78.10, 22.60
97760000, 77.90, 22.60
97779999, 78.30, 22.60
97799999, 78.30, 22.60
97819999, 78.50, 22.60
97840000, 78.30, 22.60
97879999, 78.10, 22.60
97900000, 78.20, 22.60
97939998, 78.10, 22.80
97959999, 77.90, 22.60
97979999, 77.90, 22.60
97999998, 77.90, 22.60
98019999, 78.00, 22.60
98039999, 77.80, 22.50
98060000, 77.90, 22.50
98079998, 78.00, 22.60
98099999, 78.00, 22.50
98119999, 78.00, 22.50
98140000, 78.00, 22.50
98159998, 78.00, 22.50
98179999, 78.00, 22.50
98199999, 78.20, 22.50
98219999, 77.90, 22.50
98240000, 77.90, 22.50
98259998, 78.00, 22.50
98279998, 78.00, 22.50
98300000, 78.10, 22.50
98339998, 78.20, 22.50
98359999, 78.20, 22.50
98379999, 78.30, 22.50
98399998, 78.30, 22.50
98439999, 78.30, 22.50
98459999, 78.30, 22.50
98499999, 78.40, 22.50
98519999, 78.50, 22.50
98540000, 78.40, 22.50
98559998, 78.40, 22.50
98579999, 78.40, 22.50
98599998, 78.60, 22.50
98619999, 78.60, 22.50
98639998, 78.60, 22.50
98659999, 78.50, 22.50
98679999, 78.40, 22.50
98700000, 78.40, 22.50
98739998, 78.50, 22.50
98759999, 78.60, 22.50
98779999, 78.60, 22.50
98799998, 78.50, 22.50
98839999, 78.90, 22.50
98860000, 78.90, 22.50
98880000, 78.80, 22.50
98899999, 78.80, 22.50
98919999, 78.80, 22.50
98939999, 76.90, 19.80
98959998, 78.90, 22.60
98979999, 78.80, 22.50
98999999, 79.20, 22.50
99019999, 79.10, 22.50
99040000, 78.90, 22.50
99059999, 78.90, 22.50
99079998, 78.80, 22.50
99099999, 78.80, 22.50
99120000, 78.70, 22.50
99139998, 78.70, 22.50
99159999, 78.80, 22.50
99180000, 78.70, 22.50
99200000, 78.70, 22.50
99239999, 78.80, 22.60
99279998, 78.40, 22.50
99319998, 78.20, 22.30
99339999, 78.30, 22.50
99379999, 78.40, 22.50
99399999, 78.30, 22.60
99419999, 78.70, 22.50
99459998, 78.80, 22.50
99479999, 78.70, 22.50
99519998, 78.80, 22.50
99539999, 78.80, 22.60
99559999, 78.80, 22.50
99579999, 78.70, 22.50
99619998, 78.70, 22.60
99639999, 78.40, 22.60
99660000, 78.80, 22.60
99680000, 79.00, 22.60
99699998, 78.90, 22.60
99739999, 79.00, 22.60
99779999, 79.30, 22.60
99819999, 79.20, 22.60
99840000, 79.40, 22.60
99859999, 79.50, 22.60
99879999, 79.40, 22.60
99919998, 79.40, 22.60
99959999, 79.20, 22.60
99979999, 79.00, 22.60
100019999, 78.80, 22.60
100059999, 78.60, 22.60
100080000, 78.70, 22.60
100119999, 78.60, 22.60
100139999, 78.50, 22.60
100160000, 78.50, 22.60
100179999, 78.70, 22.60
100219998, 78.90, 22.70
100240000, 78.90, 22.60
100259998, 78.20, 22.60
100279999, 78.40, 22.60
100300000, 78.90, 22.90
100320000, 78.80, 22.60
100339999, 78.70, 22.60
100379999, 78.60, 22.60
100400000, 78.40, 22.60
100419998, 78.10, 22.60
100459999, 78.10, 22.60
100480000, 78.00, 22.70
100499998, 78.00, 22.90
100539998, 77.80, 22.70
100560000, 77.80, 22.70
100579998, 77.80, 22.70
100599999, 77.70, 22.70
100619999, 77.70, 22.70
100639998, 77.60, 22.70
100659998, 77.50, 22.70
100679999, 77.40, 22.70
100699999, 77.00, 22.70
100739998, 77.10, 22.70
100759999, 77.00, 22.70
100800000, 76.90, 22.70
100819999, 76.80, 22.70
100859999, 76.50, 22.70
100880000, 76.40, 22.70
100899999, 76.40, 22.70
100919999, 76.50, 22.70
100940000, 76.60, 22.90
100979998, 76.40, 22.70
101019999, 76.30, 22.60
101039998, 76.80, 22.60
101059999, 76.60, 22.70
101080000, 76.50, 22.60
101119998, 76.70, 22.70
101139999, 76.70, 22.70
101160000, 76.60, 22.60
101180000, 76.90, 23.00
101199998, 76.90, 22.70
101219998, 76.80, 22.70
101239999, 77.00, 22.70
101259999, 76.90, 22.70
101280000, 76.80, 22.70
101319998, 76.80, 22.70
101340000, 76.80, 22.70
101359998, 76.70, 22.70
101399998, 76.70, 22.70
101419999, 78.30, 24.70
101439998, 76.90, 22.70
101459999, 76.60, 22.70
101479999, 76.60, 22.70
101499999, 76.70, 22.70
101539999, 77.00, 22.70
101559999, 77.10, 22.70
101579999, 76.90, 22.70
101600000, 76.90, 22.70
101619999, 76.90, 22.70
101639998, 76.90, 22.70
101659999, 76.80, 22.70
101679998, 76.70, 22.90
101699999, 76.40, 22.70
101719998, 76.20, 22.70
101759998, 76.00, 22.70
101779999, 75.90, 22.70
101799999, 75.80, 22.70
101839998, 76.00, 22.70
101879999, 75.90, 22.70
101899999, 75.60, 22.70
101920000, 75.30, 22.70
101939999, 75.10, 22.70
101979999, 75.30, 22.70
102019998, 75.50, 22.70
102059999, 75.60, 22.70
102080000, 75.50, 22.70
102099999, 75.60, 22.70
102120000, 75.70, 22.70
102159998, 75.60, 22.70
102179998, 75.60, 22.70
102199999, 75.50, 22.80
102219999, 75.30, 22.70
102240000, 75.30, 22.80
102259998, 75.20, 22.70
102279999, 75.30, 22.70
102300000, 74.90, 22.70
102320000, 75.20, 22.70
102359999, 75.30, 22.70
102380000, 75.20, 22.70
102400000, 75.30, 22.70
102419999, 75.60, 23.20
102439999, 75.40, 22.70
102479998, 75.60, 22.70
102499999, 75.50, 22.70
102519999, 75.50, 22.70
102539999, 75.40, 22.70
102560000, 75.40, 22.70
102599999, 75.40, 22.70
102619999, 75.50, 22.70
102659999, 75.80, 22.70
102679998, 75.80, 22.70
102699999, 76.10, 22.70
102720000, 76.10, 22.70
102759999, 76.10, 22.70
102779999, 75.80, 22.70
102819998, 75.80, 22.70
102839998, 76.00, 22.70
102859999, 76.20, 22.70
102880000, 76.00, 22.70
102919999, 76.10, 22.70
102939999, 76.00, 22.90
102979999, 75.60, 22.70
103000000, 75.50, 22.70
103020000, 75.70, 22.70
103040000, 75.60, 22.70
103079998, 75.60, 22.70
103099999, 75.50, 22.70
103119998, 75.60, 22.70
103139999, 75.80, 22.70
103179998, 75.90, 22.70
103199998, 75.80, 22.70
103240000, 76.00, 22.70
103259999, 75.80, 22.70
103279998, 75.60, 22.70
103299998, 75.70, 22.70
103319999, 75.70, 22.70
103360000, 75.50, 22.70
103379999, 75.50, 22.70
103419999, 75.50, 22.70
103459999, 75.30, 22.70
103499998, 75.10, 22.70
103539998, 75.00, 22.70
103559998, 75.00, 22.70
103599998, 75.00, 22.70
103619999, 75.00, 22.70
103639999, 75.10, 22.70
103660000, 75.10, 22.70
103680000, 75.00, 22.70
103699998, 75.10, 22.60
103719999, 75.20, 22.70
103739999, 75.30, 22.70
103759998, 75.40, 22.70
103799999, 75.40, 22.70
103819999, 75.30, 22.70
103840000, 75.30, 22.70
103859999, 75.30, 22.70
103879998, 75.40, 22.70
103900000, 75.30, 22.70
103920000, 75.30, 22.70
103939999, 75.20, 22.70
103979999, 75.20, 22.70
104019998, 75.20, 22.70
104039999, 75.30, 22.70
104059999, 75.50, 22.70
104080000, 75.60, 22.70
104099999, 75.50, 22.70
104119999, 75.40, 22.70
104159998, 75.40, 22.70
104179999, 75.40, 22.70
104199999, 75.50, 22.80
104219999, 75.40, 22.70
104240000, 75.40, 22.70
104259998, 75.40, 22.70
104299999, 75.40, 22.70
104320000, 75.30, 22.70
104339999, 75.30, 22.70
104359999, 75.40, 22.70
104379999, 75.40, 22.70
104419999, 75.40, 22.70
104439998, 75.40, 22.70
104459999, 75.40, 22.70
104499999, 75.40, 22.70
104519999, 75.30, 22.70
104540000, 75.30, 22.70
104560000, 75.20, 22.70
104579998, 75.10, 22.70
104599999, 75.10, 22.70
104619999, 75.10, 22.70
104640000, 75.40, 22.70
104679998, 75.40, 22.70
104700000, 75.40, 22.70
104719998, 75.30, 22.70
104759999, 75.20, 22.70
104779999, 75.10, 22.40
104799998, 75.20, 22.70
104819999, 75.20, 22.70
104859999, 75.20, 22.70
104880000, 75.40, 22.70
104919999, 75.40, 22.70
104960000, 75.30, 22.70
104999998, 75.20, 22.70
105020000, 75.30, 22.70
105040000, 75.70, 22.70
105079998, 75.70, 22.70
105100000, 75.80, 22.70
105139998, 75.60, 22.60
105179999, 75.80, 22.70
105200000, 75.80, 22.60
105219999, 75.80, 22.70
105240000, 75.30, 21.70
105259999, 75.90, 22.70
105279998, 76.00, 22.70
105299998, 75.80, 22.70
105319998, 75.80, 22.60
105339999, 75.90, 22.70
105359998, 76.00, 22.70
105379999, 76.00, 22.70
105399998, 76.00, 22.70
105439998, 76.10, 22.60
105459998, 76.00, 22.60
105479999, 76.10, 22.70
105499999, 76.10, 22.70
105520000, 76.20, 22.60
105539998, 76.10, 22.70
105579999, 76.10, 22.70
105599998, 76.20, 22.60
105639999, 76.70, 22.70
105659999, 76.60, 22.60
105680000, 76.60, 22.60
105699999, 76.60, 22.60
105740000, 76.60, 22.60
105760000, 76.50, 22.60
105779998, 76.60, 22.70
105799999, 76.50, 22.70
105819999, 76.50, 22.60
105840000, 76.50, 22.70
105859998, 76.70, 22.70
105879998, 77.10, 22.80
105899999, 76.70, 22.70
105939999, 77.20, 22.70
105979999, 75.80, 20.50
106000000, 77.20, 22.70
106019998, 77.40, 22.70
106059999, 77.60, 22.70
106080000, 77.80, 22.70
106099999, 76.00, 19.80
106119998, 78.00, 22.70
106140000, 78.10, 22.70
106160000, 78.10, 22.60
106179998, 78.40, 22.90
106219999, 78.10, 22.60
106259998, 78.30, 22.70
106279999, 78.20, 22.70
106299999, 78.40, 22.70
106339999, 78.70, 22.70
106359999, 78.70, 22.70
106379999, 78.80, 22.60
106399998, 78.80, 22.60
106419999, 79.10, 22.70
106439999, 78.90, 22.60
106459999, 79.10, 22.70
106480000, 78.90, 22.60
106499998, 79.00, 22.60
106539999, 78.90, 22.60
106559998, 79.10, 22.70
106580000, 79.10, 22.60
106619999, 79.10, 22.60
106639998, 79.20, 22.60
106659999, 79.20, 22.60
106680000, 79.00, 22.60
106700000, 79.30, 22.60
106720000, 79.30, 22.60
106739999, 79.40, 22.60
106759999, 79.40, 22.60
106779999, 79.40, 22.60
106799998, 79.30, 22.60
106819999, 79.30, 22.60
106839999, 79.40, 22.60
106860000, 79.60, 22.60
106879998, 79.70, 22.60
106899999, 80.20, 22.60
106919999, 80.30, 22.60
106939999, 80.20, 22.60
106979999, 80.00, 22.60
106999999, 79.80, 22.60
107019999, 79.70, 22.60
107040000, 80.00, 22.60
107059998, 79.80, 22.60
107079999, 79.80, 22.60
107100000, 79.80, 22.60
107139999, 79.80, 22.60
107159999, 79.90, 22.60
107179998, 79.80, 22.50
107199998, 79.80, 22.50
107239999, 80.10, 22.50
107259999, 80.30, 22.60
107280000, 80.30, 22.50
107299999, 80.30, 22.50
107320000, 80.20, 22.50
107339999, 80.20, 22.50
107359998, 80.00, 22.50
107379999, 80.10, 22.60
107419999, 80.00, 22.50
107439998, 79.90, 22.50
107459998, 79.90, 22.50
107479999, 80.00, 22.50
107500000, 80.10, 22.50
107539998, 79.90, 22.50
107559999, 80.00, 22.50
107599998, 80.00, 22.50
107619999, 80.00, 22.50
107639999, 80.00, 22.70
107659999, 80.10, 22.50
107680000, 80.20, 22.50
107699999, 80.00, 22.50
107719998, 80.30, 22.60
107739999, 80.20, 22.50
107760000, 80.10, 22.50
107779999, 80.10, 22.80
107800000, 80.20, 22.50
107819999, 80.20, 22.50
107840000, 80.20, 22.50
107859999, 80.40, 22.50
107879999, 80.20, 22.50
107899998, 80.30, 22.50
107920000, 80.40, 22.50
107959998, 80.20, 22.50
107999998, 80.20, 22.50
108019999, 80.10, 22.50
108039999, 80.10, 22.50
108059999, 80.10, 22.50
108079998, 80.20, 22.50
108119999, 80.00, 22.50
108139999, 80.00, 22.50
108159998, 79.70, 22.50
108179999, 80.10, 22.50
108199999, 80.10, 22.50
108219999, 80.00, 22.50
108240002, 80.10, 22.50
108259999, 80.00, 22.50
108279999, 80.10, 22.50
108300000, 80.20, 22.50
108319998, 80.30, 22.50
108339999, 80.40, 22.50
108359999, 80.60, 22.70
108379999, 80.20, 22.50
108400000, 80.20, 22.50
108439998, 80.10, 22.50
108459999, 80.00, 22.50
108480000, 80.20, 22.50
108519999, 78.40, 19.30
108559998, 80.20, 22.50
108579999, 80.10, 22.50
108619999, 80.20, 22.50
108659999, 80.20, 22.50
108679999, 80.20, 22.50
108699999, 80.00, 22.50
108739998, 80.00, 22.50
108759999, 80.30, 22.50
108780000, 80.30, 22.50
108819999, 80.20, 22.50
108839999, 80.20, 22.50
108860000, 80.20, 22.60
108880000, 80.00, 22.60
108899999, 80.10, 22.60
108939999, 80.10, 22.60
108959998, 80.00, 22.60
108999999, 80.00, 22.60
109019999, 79.90, 22.60
109059998, 80.30, 22.60
109099998, 80.20, 22.60
109120000, 80.30, 22.60
109159998, 80.30, 22.60
109179999, 80.30, 22.60
109200000, 80.00, 22.60
109219999, 80.00, 22.60
109259999, 79.90, 22.60
109299999, 80.30, 22.60
109319999, 80.40, 22.60
109339999, 80.50, 22.60
109379999, 80.30, 22.60
109399999, 80.70, 23.20
109439998, 80.40, 22.60
109479999, 80.30, 22.60
109499999, 80.90, 23.20
109519998, 80.30, 22.60
109539999, 80.30, 22.60
109560000, 80.30, 22.60
109579999, 80.50, 22.60
109599998, 80.60, 22.60
109619999, 80.70, 22.60
109639999, 80.50, 22.60
109679998, 80.30, 22.60
109699998, 81.20, 23.70
109720000, 80.30, 22.60
109759998, 80.30, 22.60
109779999, 80.30, 22.60
109799999, 80.50, 22.60
109819998, 80.30, 22.60
109840000, 82.90, 26.30
109859999, 80.20, 22.60
109879999, 80.30, 22.60
109899999, 80.40, 22.60
109919998, 80.90, 22.60
109939999, 80.90, 22.60
109959999, 80.60, 22.60
109979999, 80.60, 22.60
109999998, 80.70, 22.60
110019998, 80.50, 22.60
110059999, 80.50, 22.60
110080000, 80.70, 22.60
110119998, 80.80, 22.60
110139999, 80.50, 22.50
110160000, 80.60, 22.50
110179999, 82.80, 25.90
110199999, 78.30, 18.90
110220000, 80.60, 22.50
110259998, 80.40, 22.50
110280000, 80.90, 22.50
110299999, 81.10, 22.50
110319998, 81.00, 22.40
110339998, 81.00, 22.40
110359999, 80.90, 22.40
110379999, 81.00, 22.40
110419999, 81.50, 22.50
110439999, 81.20, 22.40
110459999, 80.90, 22.40
110480000, 80.90, 22.50
110499998, 80.80, 22.40
110519999, 80.80, 22.40
110540001, 81.10, 22.50
110559998, 81.10, 22.40
110579998, 81.00, 22.50
110599999, 81.10, 22.50
110620000, 81.10, 22.10
110639998, 81.00, 22.40
110659998, 81.00, 22.40
110680000, 80.90, 22.40
110699999, 83.90, 26.40
110739999, 81.20, 22.40
110759999, 81.00, 22.30
110779998, 81.20, 22.40
110800000, 81.40, 22.40
110819999, 81.30, 22.30
110839999, 81.40, 22.30
110859999, 81.40, 22.30
110880000, 81.30, 22.30
110899998, 81.30, 22.30
110920000, 81.40, 22.30
110940000, 81.40, 22.30
110960000, 81.60, 22.30
110979999, 81.50, 22.30
111000000, 81.50, 22.30
111039998, 82.00, 23.30
111059999, 81.70, 22.30
111079998, 81.80, 22.30
111100000, 82.10, 22.30
111119998, 81.90, 22.20
111139999, 82.10, 22.20
111159998, 82.10, 22.20
111179999, 82.40, 22.20
111200000, 81.50, 21.30
111239999, 82.10, 22.20
111260000, 82.20, 22.20
111280000, 82.50, 22.20
111299999, 82.40, 22.20
111319998, 82.30, 22.20
111340000, 82.40, 22.20
111360000, 84.30, 25.20
111379999, 82.30, 22.20
111399999, 82.50, 22.20
111419999, 82.30, 22.20
111439998, 82.30, 22.20
111459998, 82.30, 22.20
111479999, 82.30, 22.20
111499999, 82.30, 22.20
111520000, 82.30, 22.20
111539999, 82.20, 22.20
111559998, 82.20, 22.20
111579999, 82.10, 22.10
111599998, 82.10, 22.10
111619999, 82.10, 22.10
111639999, 81.90, 22.10
111680000, 82.10, 22.10
111699998, 82.10, 22.10
111739999, 82.70, 23.40
111759998, 82.00, 22.20
111779999, 82.20, 22.20
111799999, 82.00, 22.20
111820000, 81.90, 22.20
111859999, 81.90, 22.20
111879999, 81.90, 22.20
111899999, 81.70, 22.20
111919998, 81.50, 21.60
111939999, 81.80, 22.20
111959999, 81.60, 22.20
111999998, 81.50, 22.20
112019999, 81.60, 22.20
112039998, 82.40, 22.60
112059999, 82.10, 22.20
112080000, 81.80, 22.20
112099999, 81.90, 22.20
112120000, 82.30, 22.20
112140000, 82.30, 22.20
112159998, 82.10, 22.10
112179998, 82.20, 22.20
112199998, 82.10, 22.10
112239998, 82.30, 22.10
112279999, 82.30, 22.10
112299999, 82.10, 22.10
112320000, 80.00, 18.80
112339998, 81.90, 22.10
112359998, 82.00, 22.10
112379999, 81.90, 22.10
112399998, 81.90, 22.20
112419999, 81.90, 22.20
112439999, 81.90, 22.20
112460000, 82.30, 22.90
112479998, 82.00, 22.20
112519999, 82.00, 22.20
112539999, 82.10, 22.20
112579999, 82.10, 22.20
112599999, 81.90, 22.10
112639998, 82.10, 22.10
112660000, 82.00, 22.10
112679999, 82.00, 22.10
112700000, 82.30, 22.20
112719998, 82.50, 22.10
112739999, 82.20, 22.10
112759999, 82.10, 22.10
112779999, 82.20, 22.10
112799998, 82.20, 22.20
112819998, 82.30, 22.10
112839999, 82.40, 22.20
112860000, 82.40, 22.10
112899998, 82.30, 22.20
112939999, 82.20, 22.10
112959998, 82.10, 22.10
112979999, 82.30, 22.20
112999999, 82.30, 22.10
113020000, 82.30, 22.10
113039998, 82.00, 22.10
113059998, 82.00, 22.10
113079999, 82.10, 22.10
113100000, 82.00, 22.10
113120000, 82.00, 22.10
113139998, 82.00, 22.10
113159999, 82.40, 22.60
113179999, 82.20, 22.20
113200000, 82.20, 22.30
113219998, 82.10, 22.20
113239999, 82.00, 22.20
113259999, 82.10, 22.20
113299998, 82.00, 22.20
113319998, 82.00, 22.20
113359998, 82.10, 22.40
113379999, 81.90, 22.20
113399999, 82.00, 22.20
113419999, 82.40, 22.20
113439998, 82.50, 22.20
113459999, 82.30, 22.50
113479999, 82.00, 22.20
113499999, 81.90, 22.20
113520000, 79.90, 19.10
113559999, 81.80, 22.20
113579999, 82.10, 22.20
113599998, 81.80, 22.20
113619999, 81.70, 22.20
113640000, 81.80, 22.20
113660000, 81.90, 22.20
113679998, 81.90, 22.20
113719998, 81.80, 22.10
113759998, 82.20, 22.20
113779998, 82.10, 22.20
113799999, 82.10, 22.20
113819998, 82.40, 22.10
113840000, 82.40, 22.10
113859999, 82.10, 22.10
113880000, 82.40, 22.10
113899999, 82.30, 22.10
113919998, 82.10, 22.10
113939999, 82.30, 22.10
113959999, 82.30, 22.10
113979999, 82.20, 22.10
114000000, 82.60, 22.10
114039998, 81.90, 21.20
114059999, 82.40, 22.10
114079998, 82.70, 22.10
114099999, 82.50, 22.10
114119999, 82.40, 22.10
114139999, 82.50, 22.10
114160000, 82.50, 22.10
114179999, 82.40, 22.00
114200000, 82.30, 22.00
114220000, 82.40, 22.00
114240000, 82.70, 22.10
114259999, 82.50, 22.00
114279998, 82.60, 22.10
114299999, 82.60, 22.10
114320000, 82.70, 22.00
114339999, 82.60, 22.00
114359999, 82.50, 22.00
114379999, 82.60, 22.00
114419998, 82.90, 22.00
114439999, 82.70, 22.00
114460000, 82.70, 22.00
114479998, 82.60, 22.00
114519998, 85.30, 26.10
114539999, 82.60, 22.00
114579999, 82.70, 22.10
114599999, 82.60, 22.00
114619999, 82.50, 22.10
114640000, 82.40, 22.00
114679998, 82.50, 22.10
114700000, 82.40, 22.10
114720000, 82.40, 22.10
114739999, 82.60, 22.10
114759999, 82.70, 22.10
114780000, 82.40, 22.10
114800000, 82.40, 22.10
114819999, 82.50, 22.10
114840000, 82.50, 22.10
114879998, 82.50, 22.10
114919999, 82.50, 22.10
114960000, 82.50, 22.10
114979999, 82.40, 22.10
115019999, 82.40, 22.10
115039998, 82.40, 22.10
115079999, 82.30, 22.10
115119998, 82.30, 22.10
115139999, 82.10, 22.10
115159999, 82.30, 22.10
115200000, 82.20, 22.10
115219999, 82.10, 22.10
115239999, 82.00, 22.10
115259999, 82.00, 22.10
115299998, 82.10, 22.10
115319998, 82.10, 22.10
115340000, 82.10, 22.10
115359998, 82.00, 22.10
115379999, 82.00, 22.10
115419999, 81.90, 22.10
115439998, 82.00, 22.10
115460000, 81.90, 22.10
115479999, 81.70, 22.10
115499999, 81.80, 22.10
115520000, 81.70, 22.10
115539998, 81.80, 22.10
115559998, 81.80, 22.10
115579999, 81.70, 22.10
115599998, 81.70, 22.10
115619999, 81.80, 22.10
115640000, 81.80, 22.00
115659999, 81.80, 22.00
115680000, 81.70, 22.00
115699998, 81.80, 22.00
115719999, 81.80, 22.00
115740000, 82.10, 22.10
115760000, 82.20, 22.00
115780000, 83.80, 24.80
115799999, 82.20, 22.00
115820000, 80.30, 19.20
115839998, 82.10, 22.00
115859999, 82.10, 22.00
115879999, 82.00, 22.00
115920000, 82.20, 22.00
115959999, 82.30, 22.00
115979999, 82.30, 22.00
116000000, 82.30, 22.00
116039998, 82.20, 22.00
116079998, 82.50, 22.00
116099999, 84.30, 24.50
116119999, 82.70, 21.90
116140000, 82.70, 22.00
116159998, 82.70, 21.90
116179998, 82.80, 21.90
116199999, 82.70, 21.90
116219999, 82.90, 21.90
116239998, 82.80, 21.90
116259999, 83.00, 21.90
116279998, 83.10, 21.90
116299999, 83.20, 22.00
116339999, 83.50, 21.90
116359999, 81.20, 19.10
116379999, 83.20, 21.80
116400000, 83.10, 21.80
116419999, 83.20, 21.80
116439999, 83.30, 21.80
116460000, 83.20, 21.80
116479998, 83.30, 21.90
116499998, 83.40, 21.80
116519999, 83.40, 21.80
116540000, 83.30, 21.80
116579998, 83.20, 21.80
116619999, 83.20, 21.80
116640000, 83.40, 21.80
116659999, 83.50, 22.10
116699999, 83.30, 21.80
116720000, 83.40, 21.80
116739999, 83.40, 21.80
116759999, 83.60, 21.80
116779999, 83.60, 21.80
116799998, 83.50, 21.80
116819998, 83.40, 21.80
